Zone,County,District,Shape_ID,geometry,Area,Population_Density,Region,Location,County_Type,Capacity,Population,District_Ward
Alma Junction,Alma Junction,,AN02,"POLYGON ((2716 814, 2716 776, 2754 776, 2754 814, 2716 814))",22.5062,1916.053993,,,,,,
Alma Junction,Alma Junction,,AN03,"POLYGON ((2716 854, 2716 814, 2754 814, 2754 854, 2716 854))",23.6907,1916.053993,,,,,,
Alma Junction,Alma Junction,,AN04,"POLYGON ((2754 854, 2754 814, 2793 814, 2793 854, 2754 854))",24.3142,1916.053993,,,,,,
Alma Junction,Alma Junction,,AN05,"POLYGON ((2754 894, 2754 854, 2793 854, 2793 814, 2831 814, 2831 854, 2831 894, 2754 894))",71.6956,1916.053993,,,,,,
Alma Junction,Alma Junction,,AN06,"POLYGON ((2716 814, 2677 814, 2677 894, 2754 894, 2754 854, 2716 854, 2716 814))",72.3191,1916.053993,,,,,,
Alma Junction,Alma Junction,,AN07,"POLYGON ((2677 814, 2677 738, 2754 738, 2754 776, 2716 776, 2716 814, 2677 814))",68.7031,1916.053993,,,,,,
Alma Junction,Alma Junction,,AN08,"POLYGON ((2754 776, 2754 738, 2831 738, 2831 814, 2793 814, 2793 776, 2754 776))",68.1109,1916.053993,,,,,,
Bayes Valley,Bayes Valley,,Bayes Valley,"POLYGON ((3205 960, 3205 916, 3226 916, 3226 960, 3205 960))",14.4015,3750,,,,,,
Central,Central,,C01,"POLYGON ((2908 1378, 2930 1378, 2930 1356, 2908 1356, 2908 1378))",7.5436,13000,,,,,,
Central,Central,,C10,"POLYGON ((2952 1334, 2952 1312, 2996 1312, 2996 1334, 2952 1334))",15.0873,4550,,,,,,
Central,Central,,C11,"POLYGON ((2996 1334, 3018 1334, 3018 1312, 2996 1312, 2996 1334))",7.5436,4750,,,,,,
Central,Central,,C12,"POLYGON ((3018 1334, 3040 1334, 3040 1312, 3018 1312, 3018 1334))",7.5436,5250,,,,,,
Central,Central,,C13,"POLYGON ((3018 1356, 3040 1356, 3040 1334, 3018 1334, 3018 1356))",7.5436,5000,,,,,,
Central,Central,,C14,"POLYGON ((3040 1334, 3062 1334, 3062 1356, 3040 1356, 3040 1334))",7.5436,11500,,,,,,
Central,Central,,C15,"POLYGON ((3062 1334, 3040 1334, 3040 1312, 3062 1312, 3062 1334))",7.5436,11000,,,,,,
Central,Central,,C16,"POLYGON ((3062 1334, 3062 1312, 3084 1312, 3084 1334, 3062 1334))",7.5436,9500,,,,,,
Central,Central,,C17,"POLYGON ((3062 1356, 3084 1356, 3084 1334, 3062 1334, 3062 1356))",7.5436,9750,,,,,,
Central,Central,,C18,"POLYGON ((3084 1356, 3106 1356, 3106 1334, 3084 1334, 3084 1356))",7.5436,6500,,,,,,
Central,Central,,C19,"POLYGON ((3084 1334, 3106 1334, 3106 1356, 3128 1356, 3128 1312, 3084 1312, 3084 1334))",22.6309,3250,,,,,,
Central,Central,,C02,"POLYGON ((2908 1356, 2930 1356, 2930 1334, 2908 1334, 2908 1356))",7.5436,14000,,,,,,
Central,Central,,C20,"POLYGON ((3084 1400, 3084 1378, 3106 1378, 3106 1356, 3128 1356, 3128 1400, 3084 1400))",22.6309,3550,,,,,,
Central,Central,,C21,"POLYGON ((3062 1356, 3062 1378, 3106 1378, 3106 1356, 3062 1356))",15.0873,6500,,,,,,
Central,Central,,C22,"POLYGON ((3040 1356, 3040 1378, 3062 1378, 3062 1356, 3040 1356))",7.5436,4550,,,,,,
Central,Central,,C23,"POLYGON ((3040 1378, 3040 1400, 3084 1400, 3084 1378, 3040 1378))",15.0873,3550,,,,,,
Central,Central,,C24,"POLYGON ((3084 1444, 3128 1444, 3128 1400, 3084 1400, 3084 1444))",30.1745,1750,,,,,,
Central,Central,,C25,"POLYGON ((3040 1444, 3084 1444, 3084 1400, 3040 1400, 3040 1444))",30.1745,2150,,,,,,
Central,Central,,C26,"POLYGON ((2996 1444, 2996 1400, 3040 1400, 3040 1444, 2996 1444))",30.1745,3250,,,,,,
Central,Central,,C27,"POLYGON ((2952 1444, 2952 1400, 2996 1400, 2996 1444, 2952 1444))",30.1745,5000,,,,,,
Central,Central,,C03,"POLYGON ((2908 1334, 2908 1312, 2952 1312, 2952 1378, 2930 1378, 2930 1334, 2908 1334))",30.1745,6250,,,,,,
Central,Central,,C04,"POLYGON ((2908 1378, 2908 1400, 2952 1400, 2952 1378, 2930 1378, 2908 1378))",15.0873,9500,,,,,,
Central,Central,,C05,"POLYGON ((2952 1356, 2952 1400, 2996 1400, 2996 1378, 2974 1378, 2974 1356, 2952 1356))",22.6309,4250,,,,,,
Central,Central,,C06,"POLYGON ((2996 1400, 2996 1378, 3018 1378, 3018 1356, 3040 1356, 3040 1400, 2996 1400))",22.6309,4250,,,,,,
Central,Central,,C07,"POLYGON ((2974 1356, 2974 1378, 3018 1378, 3018 1356, 2974 1356))",15.0873,3000,,,,,,
Central,Central,,C08,"POLYGON ((2974 1356, 3018 1356, 3018 1334, 2974 1334, 2974 1356))",15.0873,3250,,,,,,
Central,Central,,C09,"POLYGON ((2952 1356, 2952 1334, 2974 1334, 2974 1356, 2952 1356))",7.5436,8500,,,,,,
Cotham Heights,Cotham Heights,,CH01,"POLYGON ((3323 1378, 3317 1378, 3304 1378, 3300 1378, 3293 1378, 3287 1378, 3283 1378, 3282 1378, 3282 1378, 3282 1382, 3282 1386, 3282 1390, 3282 1394, 3282 1400, 3282 1400, 3274 1400, 3270 1400, 3265 1400, 3262 1400, 3254 1400, 3242 1400, 3235 1400, 3235 1414, 3235 1429, 3235 1444, 3258 1444, 3269 1444, 3274 1444, 3284 1444, 3284 1444, 3294 1444, 3322 1444, 3325 1444, 3326 1444, 3326 1437, 3326 1436, 3326 1422, 3326 1386, 3326 1385, 3326 1378, 3323 1378))",77.4936,2312,,,,,179188,
Cotham Heights,Cotham Heights,,CH10,"POLYGON ((3326 1099, 3326 1106, 3326 1131, 3326 1132, 3326 1141, 3326 1148, 3326 1156, 3326 1158, 3326 1158, 3326 1167, 3326 1189, 3326 1197, 3326 1212, 3326 1223, 3362 1223, 3366 1223, 3408 1223, 3414 1223, 3414 1213, 3414 1185, 3414 1185, 3414 1133, 3414 1132, 3414 1123, 3414 1092, 3414 1092, 3413 1092, 3399 1092, 3380 1092, 3371 1092, 3370 1092, 3368 1092, 3367 1092, 3332 1092, 3326 1092, 3326 1099), (3381 1161, 3381 1163, 3381 1168, 3381 1169, 3370 1169, 3370 1166, 3370 1158, 3369 1158, 3360 1158, 3359 1158, 3359 1151, 3359 1151, 3359 1149, 3359 1147, 3363 1147, 3366 1147, 3375 1147, 3379 1147, 3381 1147, 3381 1151, 3381 1161))",179.6755,603,,,,,108268,
Cotham Heights,Cotham Heights,,CH11,"POLYGON ((3366 1147, 3363 1147, 3359 1147, 3359 1149, 3359 1151, 3359 1151, 3359 1158, 3360 1158, 3369 1158, 3370 1158, 3370 1166, 3370 1169, 3381 1169, 3381 1168, 3381 1163, 3381 1161, 3381 1151, 3381 1147, 3379 1147, 3375 1147, 3366 1147))",5.6577,8223,,,,,46522,
Cotham Heights,Cotham Heights,,CH02,"POLYGON ((3235 1356, 3235 1356, 3235 1363, 3235 1371, 3235 1376, 3235 1380, 3235 1388, 3235 1392, 3235 1397, 3235 1400, 3242 1400, 3254 1400, 3262 1400, 3265 1400, 3270 1400, 3274 1400, 3282 1400, 3282 1400, 3282 1394, 3282 1390, 3282 1386, 3282 1382, 3282 1378, 3274 1378, 3272 1378, 3265 1378, 3264 1378, 3260 1378, 3260 1376, 3260 1370, 3260 1367, 3260 1364, 3260 1358, 3260 1356, 3259 1356, 3256 1356, 3251 1356, 3243 1356, 3241 1356, 3235 1356))",24.6882,8612,,,,,212613,
Cotham Heights,Cotham Heights,,CH03,"POLYGON ((3243 1312, 3238 1312, 3235 1312, 3235 1323, 3235 1337, 3235 1352, 3235 1356, 3235 1356, 3241 1356, 3243 1356, 3251 1356, 3256 1356, 3259 1356, 3260 1356, 3260 1353, 3260 1351, 3260 1342, 3260 1341, 3260 1336, 3260 1334, 3265 1334, 3271 1334, 3273 1334, 3282 1334, 3282 1333, 3282 1325, 3282 1321, 3282 1315, 3282 1312, 3274 1312, 3268 1312, 3267 1312, 3265 1312, 3264 1312, 3260 1312, 3260 1312, 3257 1312, 3254 1312, 3254 1312, 3248 1312, 3244 1312, 3243 1312))",24.6882,7314,,,,,180564,
Cotham Heights,Cotham Heights,,CH04,"POLYGON ((3271 1334, 3265 1334, 3260 1334, 3260 1336, 3260 1341, 3260 1342, 3260 1351, 3260 1353, 3260 1356, 3260 1358, 3260 1364, 3260 1367, 3260 1370, 3260 1376, 3260 1378, 3264 1378, 3265 1378, 3272 1378, 3274 1378, 3282 1378, 3282 1378, 3283 1378, 3287 1378, 3293 1378, 3300 1378, 3304 1378, 3304 1378, 3304 1369, 3304 1365, 3304 1365, 3304 1355, 3304 1353, 3304 1349, 3304 1343, 3304 1342, 3304 1341, 3304 1334, 3303 1334, 3302 1334, 3299 1334, 3299 1334, 3298 1334, 3295 1334, 3294 1334, 3293 1334, 3284 1334, 3282 1334, 3273 1334, 3271 1334))",30.1745,7588,,,,,228959,
Cotham Heights,Cotham Heights,,CH05,"POLYGON ((3309 1334, 3304 1334, 3304 1341, 3304 1342, 3304 1343, 3304 1349, 3304 1353, 3304 1355, 3304 1365, 3304 1365, 3304 1369, 3304 1378, 3304 1378, 3317 1378, 3323 1378, 3326 1378, 3326 1374, 3326 1369, 3326 1366, 3326 1359, 3326 1357, 3326 1345, 3326 1342, 3326 1334, 3326 1334, 3322 1334, 3317 1334, 3317 1334, 3309 1334))",15.0873,9242,,,,,139433,
Cotham Heights,Cotham Heights,,CH06,"POLYGON ((3282 1321, 3282 1325, 3282 1333, 3282 1334, 3284 1334, 3293 1334, 3294 1334, 3295 1334, 3298 1334, 3299 1334, 3299 1334, 3302 1334, 3303 1334, 3304 1334, 3309 1334, 3317 1334, 3317 1334, 3322 1334, 3326 1334, 3326 1331, 3326 1320, 3326 1312, 3324 1312, 3321 1312, 3318 1312, 3313 1312, 3307 1312, 3301 1312, 3282 1312, 3282 1315, 3282 1321))",15.0873,7350,,,,,110894,
Cotham Heights,Cotham Heights,,CH07,"POLYGON ((3359 1377, 3359 1382, 3359 1384, 3359 1389, 3362 1389, 3363 1389, 3367 1389, 3373 1389, 3380 1389, 3381 1389, 3381 1389, 3381 1382, 3381 1379, 3381 1378, 3381 1367, 3380 1367, 3376 1367, 3368 1367, 3366 1367, 3359 1367, 3359 1368, 3359 1377))",7.5436,7134,,,,,53814,
Cotham Heights,Cotham Heights,,CH08,"POLYGON ((3379 1312, 3369 1312, 3339 1312, 3329 1312, 3326 1312, 3326 1320, 3326 1331, 3326 1334, 3326 1334, 3326 1342, 3326 1345, 3326 1357, 3326 1359, 3326 1366, 3326 1369, 3326 1374, 3326 1378, 3326 1385, 3326 1386, 3326 1422, 3326 1436, 3326 1437, 3326 1444, 3338 1444, 3348 1444, 3350 1444, 3358 1444, 3400 1444, 3410 1444, 3411 1444, 3414 1444, 3414 1437, 3414 1397, 3414 1394, 3414 1376, 3414 1361, 3414 1330, 3414 1316, 3414 1312, 3410 1312, 3402 1312, 3402 1312, 3393 1312, 3379 1312), (3359 1367, 3366 1367, 3368 1367, 3376 1367, 3380 1367, 3381 1367, 3381 1378, 3381 1379, 3381 1382, 3381 1389, 3381 1389, 3380 1389, 3373 1389, 3367 1389, 3363 1389, 3362 1389, 3359 1389, 3359 1384, 3359 1382, 3359 1377, 3359 1368, 3359 1367))",181.0471,657,,,,,119014,
Cotham Heights,Cotham Heights,,CH09,"POLYGON ((3414 1260, 3414 1243, 3414 1227, 3414 1225, 3414 1223, 3408 1223, 3366 1223, 3362 1223, 3326 1223, 3326 1224, 3326 1234, 3326 1260, 3326 1260, 3326 1264, 3326 1283, 3326 1283, 3326 1312, 3329 1312, 3339 1312, 3369 1312, 3379 1312, 3393 1312, 3402 1312, 3402 1312, 3410 1312, 3414 1312, 3414 1310, 3414 1277, 3414 1267, 3414 1260))",122.0696,321,,,,,39140,
Clifton Wick,Clifton Wick,,CW01,"POLYGON ((3287 790, 3244 790, 3236 790, 3235 790, 3235 792, 3235 832, 3235 873, 3235 915, 3235 960, 3240 960, 3249 960, 3257 960, 3274 960, 3282 960, 3287 960, 3305 960, 3319 960, 3321 960, 3330 960, 3354 960, 3355 960, 3365 960, 3367 960, 3370 960, 3370 956, 3370 953, 3370 944, 3370 911, 3370 899, 3370 897, 3370 860, 3370 854, 3370 839, 3370 824, 3370 813, 3370 793, 3370 790, 3369 790, 3356 790, 3300 790, 3287 790))",357.6989,744,,,,,266055,
Clifton Wick,Clifton Wick,,CW02,"POLYGON ((3464 790, 3436 790, 3394 790, 3370 790, 3370 793, 3370 813, 3370 824, 3370 839, 3370 854, 3370 860, 3370 897, 3370 899, 3370 911, 3370 944, 3370 953, 3370 956, 3370 960, 3370 965, 3370 989, 3370 1000, 3370 1034, 3370 1046, 3370 1048, 3370 1051, 3370 1088, 3370 1092, 3371 1092, 3380 1092, 3399 1092, 3413 1092, 3414 1092, 3426 1092, 3456 1092, 3462 1092, 3501 1092, 3508 1092, 3548 1092, 3548 1092, 3549 1092, 3549 1092, 3549 1088, 3549 1041, 3549 1009, 3549 984, 3549 939, 3549 913, 3549 885, 3549 839, 3549 790, 3547 790, 3522 790, 3512 790, 3464 790))",842.5486,313,,,,,263637,
Denton Town,Denton Town,,D01,"POLYGON ((3117 1488, 3117 1510, 3139 1510, 3139 1488, 3117 1488))",7.5436,13000,,,,,,
Denton Town,Denton Town,,D10,"POLYGON ((3084 1510, 3084 1537, 3172 1537, 3172 1510, 3084 1510))",37.0324,400,,,,,,
Denton Town,Denton Town,,D11,"POLYGON ((3172 1444, 3172 1537, 3235 1537, 3235 1444, 3172 1444))",91.3184,500,,,,,,
Denton Town,Denton Town,,D02,"POLYGON ((3106 1466, 3106 1488, 3128 1488, 3128 1466, 3106 1466))",7.5436,7250,,,,,,
Denton Town,Denton Town,,D03,"POLYGON ((3128 1466, 3128 1488, 3150 1488, 3150 1466, 3128 1466))",7.5436,7750,,,,,,
Denton Town,Denton Town,,D04,"POLYGON ((3139 1488, 3139 1510, 3172 1510, 3172 1466, 3150 1466, 3150 1488, 3139 1488))",18.8591,2500,,,,,,
Denton Town,Denton Town,,D05,"POLYGON ((3128 1444, 3128 1466, 3172 1466, 3172 1444, 3128 1444))",15.0873,4200,,,,,,
Denton Town,Denton Town,,D06,"POLYGON ((3084 1466, 3084 1444, 3128 1444, 3128 1466, 3084 1466))",15.0873,4200,,,,,,
Denton Town,Denton Town,,D07,"POLYGON ((3084 1510, 3117 1510, 3117 1488, 3106 1488, 3106 1466, 3084 1466, 3084 1510))",18.8591,4200,,,,,,
Denton Town,Denton Town,,D08,"POLYGON ((3040 1444, 3040 1510, 3084 1510, 3084 1444, 3040 1444))",45.2618,3250,,,,,,
Denton Town,Denton Town,,D09,"POLYGON ((3040 1510, 3084 1510, 3084 1537, 3040 1537, 3040 1510))",18.5162,3000,,,,,,
Durdham Mews,Durdham Mews,,DR01,"POLYGON ((2798 1378, 2776 1378, 2776 1356, 2776 1334, 2798 1334, 2798 1356, 2798 1378))",15.0873,9000,,,,,,
Durdham Mews,Durdham Mews,,DR10,"POLYGON ((2688 1510, 2688 1537, 2798 1537, 2798 1510, 2798 1444, 2732 1444, 2732 1510, 2688 1510))",114.1831,375,,,,,,
