index,Constituency_Code,Constituency,geometry,Area,Region,Population,centroid
10,C11,Tedding Market,"POLYGON ((2996 1278.03, 2996 1281.24, 2996 1286.08, 2996 1290, 2996 1292.19, 2996 1294.68, 2996 1297.06, 2996 1301.82, 2996 1306.89, 2996 1312, 2998.01 1312, 3002.27 1312, 3006.25 1312, 3010.63 1312, 3018 1312, 3018.69 1312, 3024.96 1312, 3026.37 1312, 3029.6 1312, 3036.89 1312, 3039.18 1312, 3039.19 1312, 3040 1312, 3042.25 1312, 3043.82 1312, 3047.89 1312, 3051.34 1312, 3054.27 1312, 3055.14 1312, 3056.87 1312, 3059.8 1312, 3061.37 1312, 3062 1312, 3062.4 1312, 3064.33 1312, 3066.22 1312, 3066.48 1312, 3069.8 1312, 3073.55 1312, 3075.57 1312, 3077.46 1312, 3077.97 1312, 3080.35 1312, 3084 1312, 3084 1309.43, 3084 1305.22, 3084 1303.27, 3084 1301.5, 3084 1300.07, 3084 1298.22, 3084 1298.21, 3084 1295.55, 3084 1293.95, 3084 1293.71, 3084 1292.78, 3084 1292.75, 3084 1290, 3084 1288.33, 3084 1286.54, 3084 1283.67, 3084 1282.28, 3084 1282.23, 3084 1279.1, 3084 1279.06, 3084 1275.67, 3084 1273.58, 3084 1268, 3084 1264.62, 3084 1261.24, 3084 1257.62, 3084 1252.31, 3084 1248.37, 3084 1246, 3084 1243.59, 3084 1243.57, 3084 1237.37, 3084 1235.34, 3084 1233.81, 3084 1230.78, 3084 1228.11, 3084 1226.09, 3084 1223, 3081.74 1223, 3079.48 1223, 3075.18 1223, 3068.6 1223, 3065.3 1223, 3062 1223, 3054.93 1223, 3051.96 1223, 3045.79 1223, 3042.41 1223, 3040 1223, 3035.26 1223, 3030.52 1223, 3023.96 1223, 3018 1223, 3018 1225.09, 3018 1229.44, 3018 1233.49, 3018 1237.37, 3018 1241.64, 3018 1246, 3018 1249.66, 3018 1255.41, 3018 1260.3, 3018 1264.94, 3018 1268, 3017.05 1268, 3014.89 1268, 3014.86 1268, 3007.72 1268, 3005.8 1268, 3000.78 1268, 2996 1268, 2996 1269.84, 2996 1275.5, 2996 1277, 2996 1278.03))",106.639575,Capital,1262976,"(3044.7749196141476, 1270.6832797427653)"
11,C12,Twicken Bush,"POLYGON ((3084 1243.57, 3084 1243.59, 3084 1246, 3084 1248.37, 3084 1252.31, 3084 1257.62, 3084 1261.24, 3084 1264.62, 3084 1268, 3084 1273.58, 3084 1275.67, 3084 1279.06, 3084 1279.1, 3084 1282.23, 3084 1282.28, 3084 1283.67, 3084 1286.54, 3084 1288.33, 3084 1290, 3084 1292.75, 3084 1292.78, 3084 1293.71, 3084 1293.95, 3084 1295.55, 3084 1298.21, 3084 1298.22, 3084 1300.07, 3084 1301.5, 3084 1303.27, 3084 1305.22, 3084 1309.43, 3084 1312, 3085.23 1312, 3087.26 1312, 3088.656920908525 1312, 3088.6611 1311.5203, 3088.6569 1312.0024, 3089.3736 1312.003, 3089.3736374269006 1312, 3092.15 1312, 3093.68 1312, 3096.75 1312, 3097.7 1312, 3099.2 1312, 3100.68 1312, 3102.71 1312, 3107.21 1312, 3109.7 1312, 3111.93 1312, 3114.53 1312, 3116.73 1312, 3119.26 1312, 3122.23 1312, 3128 1312, 3132.57 1312, 3136.4 1312, 3139.57 1312, 3142.67 1312, 3147.63 1312, 3150 1312, 3152.69 1312, 3156.74 1312, 3162.01 1312, 3167.74 1312, 3172 1312, 3172 1310.39, 3172 1305.11, 3172 1303.77, 3172 1299.68, 3172 1295.56, 3172 1292.01, 3172 1290, 3168.76 1290, 3166.75 1290, 3164.67 1290, 3161.35 1290, 3158.67 1290, 3157.53 1290, 3156.1 1290, 3150.04 1290, 3150 1290, 3150 1289.65, 3150 1287.49, 3150 1286.11, 3150 1286.02, 3150 1283.57, 3150 1279.99, 3150 1277.25, 3150 1275.45, 3150 1272.13, 3150 1268, 3150 1262.78, 3150 1261.5, 3150 1258.19, 3150 1254.89, 3150 1247.03, 3150 1246, 3150 1244.35, 3150 1239.03, 3150 1233.86, 3150 1230.24, 3150 1225.85, 3150 1223, 3133.29 1223, 3128 1223, 3124.13 1223, 3113.64 1223, 3108.07 1223, 3106 1223, 3101.3 1223, 3090.78 1223, 3084 1223, 3084 1226.09, 3084 1228.11, 3084 1230.78, 3084 1233.81, 3084 1235.34, 3084 1237.37, 3084 1243.57), (3135.25 1310.46, 3134.8 1310.6, 3135.25 1310.45, 3135.25 1310.46), (3140.81 1279.58, 3140.98 1279.59, 3141.73 1279.78, 3140.81 1279.58))",99.095683,Capital,1159111,"(3120.3494256031827, 1270.0501527403105)"
12,C13,Twicken Common,"POLYGON ((3150 1230.24, 3150 1233.86, 3150 1239.03, 3150 1244.35, 3150 1246, 3150 1247.03, 3150 1254.89, 3150 1258.19, 3150 1261.5, 3150 1262.78, 3150 1268, 3150 1272.13, 3150 1275.45, 3150 1277.25, 3150 1279.99, 3150 1283.57, 3150 1286.02, 3150 1286.11, 3150 1287.49, 3150 1289.65, 3150 1290, 3150.04 1290, 3156.1 1290, 3157.53 1290, 3158.67 1290, 3161.35 1290, 3164.67 1290, 3166.75 1290, 3168.76 1290, 3172 1290, 3172 1292.01, 3172 1295.56, 3172 1299.68, 3172 1303.77, 3172 1305.11, 3172 1310.39, 3172 1312, 3179.34 1312, 3183.54 1312, 3185.63 1312, 3188.22 1312, 3192.96 1312, 3194.15 1312, 3195.63 1312, 3198.98 1312, 3200.75 1312, 3202.45 1312, 3205 1312, 3206.11 1312, 3206.13 1312, 3209.29 1312, 3209.3 1312, 3215.85 1312, 3218.36 1312, 3226.68 1312, 3235 1312, 3235 1304.3637, 3235 1301.8228, 3235 1301.82, 3235 1290, 3235 1283.6593, 3235 1282.6625, 3235 1282.66, 3235 1278.9937, 3235 1278.99, 3235 1275.3249, 3235 1275.32, 3235 1273.4927, 3235 1266.7868, 3235 1262.12, 3235 1262.1168, 3235 1260.2851, 3235 1258.61, 3235 1258.607, 3235 1253.204, 3235 1253.2, 3235 1247.6985, 3235 1247.0345, 3235 1246, 3235 1245.0119, 3235 1238.7215, 3235 1235.5706, 3235 1234.6817, 3235 1234.68, 3235 1225.7584, 3235 1223, 3232.49 1223, 3222.08 1223, 3218.25 1223, 3212.76 1223, 3205 1223, 3203.72 1223, 3202.66 1223, 3184.98 1223, 3181.93 1223, 3167.5 1223, 3154.67 1223, 3150 1223, 3150 1225.85, 3150 1230.24))",110.364552,Capital,858397,"(3194.653085722354, 1265.2102104222558)"
13,C14,Gorton Central,"POLYGON ((3128 1314.47, 3128 1321.53, 3128 1323.12, 3128 1326.58, 3128 1331.26, 3128 1331.27, 3128 1334, 3128 1336.39, 3128 1342.72, 3128 1353.05, 3128 1356, 3128 1366.27, 3128 1377.91, 3128 1377.94, 3128 1383.78, 3128 1400, 3135.44 1400, 3146.33 1400, 3148.88 1400, 3151.24 1400, 3160.78 1400, 3165.2 1400, 3168.44 1400, 3172 1400, 3174.7 1400, 3180.73 1400, 3186.65 1400, 3191.46 1400, 3192.25 1400, 3194 1400, 3198.84 1400, 3206.65 1400, 3213.84 1400, 3215.35 1400, 3219.6 1400, 3223.01 1400, 3235 1400, 3235 1396.21, 3235 1387.6731, 3235 1387.67, 3235 1379.85, 3235 1363.3, 3235 1363.2988, 3235 1361.4741, 3235 1356, 3235 1351.81, 3235 1341.9342, 3235 1341.93, 3235 1337.25, 3235 1337.2456, 3235 1328.86, 3235 1322.51, 3235 1319.6001, 3235 1318.0141, 3235 1318.01, 3235 1312, 3226.68 1312, 3218.36 1312, 3215.85 1312, 3209.3 1312, 3209.29 1312, 3206.13 1312, 3206.11 1312, 3205 1312, 3202.45 1312, 3200.75 1312, 3198.98 1312, 3195.63 1312, 3194.15 1312, 3192.96 1312, 3188.22 1312, 3185.63 1312, 3183.54 1312, 3179.34 1312, 3172 1312, 3167.74 1312, 3162.01 1312, 3156.74 1312, 3152.69 1312, 3150 1312, 3147.63 1312, 3142.67 1312, 3139.57 1312, 3136.4 1312, 3132.57 1312, 3128 1312, 3128 1314.47))",146.758108,Capital,1323615,"(3181.5000000000023, 1356.0000000000007)"
14,C15,Gorton and Upper Denton,"POLYGON ((3040 1461.78, 3040 1475.47, 3040 1488, 3040 1499.07, 3040 1504.54, 3040 1510, 3040 1522.23, 3040 1537, 3053.42 1537, 3084 1537, 3172 1537, 3198.05 1537, 3235 1537, 3235 1491.32, 3235 1491.3153, 3235 1445.83, 3235 1444, 3235 1429.25, 3235 1429.2481, 3235 1418.3801, 3235 1407.312, 3235 1407.31, 3235 1400, 3223.01 1400, 3219.6 1400, 3215.35 1400, 3213.84 1400, 3206.65 1400, 3198.84 1400, 3194 1400, 3192.25 1400, 3191.46 1400, 3186.65 1400, 3180.73 1400, 3174.7 1400, 3172 1400, 3168.44 1400, 3165.2 1400, 3160.78 1400, 3151.24 1400, 3148.88 1400, 3146.33 1400, 3135.44 1400, 3128 1400, 3128 1409.1, 3128 1418.53, 3128 1425.4, 3128 1431.4, 3128 1444, 3122.81 1444, 3117.62 1444, 3112.98 1444, 3104.96 1444, 3094.48 1444, 3084 1444, 3083.62 1444, 3061.39 1444, 3059.37 1444, 3056.8 1444, 3051.63 1444, 3040 1444, 3040 1461.78), (3105.89 1466.7, 3104.67 1466.43, 3104.6716 1466.4204, 3105.89 1466.7))",356.031525,Capital,968331,"(3146.5685221702633, 1476.3819795955592)"
15,C16,Cotham Town,"POLYGON ((3235 1328.8607, 3235 1337.2456, 3235 1337.25, 3235 1341.93, 3235 1341.9342, 3235 1351.81, 3235 1356, 3235 1361.4741, 3235 1363.2988, 3235 1363.3, 3235 1379.8507, 3235 1387.67, 3235 1387.6731, 3235 1396.2103, 3235 1400, 3235 1407.31, 3235 1407.312, 3235 1418.3801, 3235 1429.2481, 3235 1429.25, 3235 1444, 3283.7878 1444, 3322.0443 1444, 3326 1444, 3326 1415.0677, 3326 1386.1353, 3326 1378, 3326 1366.4538, 3326 1362.6086, 3326 1358.7634, 3326 1355.2874, 3326 1352.7565, 3326 1347.6948, 3326 1345.1639, 3326 1339.5863, 3326 1334.0087, 3326 1334, 3326 1330.9582, 3326 1328.288, 3326 1322.9477, 3326 1320.2775, 3326 1312, 3321.484 1312, 3318.2874 1312, 3313.2862 1312, 3300.5503 1312, 3291.2752 1312, 3282 1312, 3277.8571 1312, 3273.7142 1312, 3267.4747 1312, 3261.094 1312, 3260 1312, 3253.715 1312, 3251.5711 1312, 3247.9978 1312, 3243.686 1312, 3241.2424 1312, 3235 1312, 3235 1318.01, 3235 1318.0141, 3235 1319.6001, 3235 1322.5104, 3235 1328.8607))",187.219173,Capital,1051651,"(3280.4999999999973, 1377.999999999999)"
16,C17,Upper Weslington and Lower Cotham,"POLYGON ((3235 1234.6817, 3235 1235.5706, 3235 1238.7215, 3235 1245.0119, 3235 1246, 3235 1247.0345, 3235 1247.6985, 3235 1253.2, 3235 1253.204, 3235 1258.607, 3235 1258.61, 3235 1260.2851, 3235 1262.1168, 3235 1262.12, 3235 1266.7868, 3235 1273.4927, 3235 1275.32, 3235 1275.3249, 3235 1278.99, 3235 1278.9937, 3235 1282.66, 3235 1282.6625, 3235 1283.6593, 3235 1290, 3235 1301.82, 3235 1301.8228, 3235 1304.3637, 3235 1312, 3241.2424 1312, 3243.686 1312, 3247.9978 1312, 3251.5711 1312, 3253.715 1312, 3260 1312, 3261.094 1312, 3267.4747 1312, 3273.7142 1312, 3277.8571 1312, 3282 1312, 3291.2752 1312, 3300.5503 1312, 3313.2862 1312, 3318.2874 1312, 3321.484 1312, 3326 1312, 3326 1320.2775, 3326 1322.9477, 3326 1328.288, 3326 1330.9582, 3326 1334, 3326 1334.0087, 3326 1339.5863, 3326 1345.1639, 3326 1347.6948, 3326 1352.7565, 3326 1355.2874, 3326 1358.7634, 3326 1362.6086, 3326 1366.4538, 3326 1378, 3326 1386.1353, 3326 1415.0677, 3326 1444, 3356.3841 1444, 3414 1444, 3414 1394.4862, 3414 1312, 3414 1300.8063, 3414 1267.225, 3414 1242.7026, 3414 1223, 3414 1185.28, 3414 1132.5017, 3414 1092, 3380.2143 1092, 3370 1092, 3358.2668 1092, 3331.7355 1092, 3326 1092, 3326 1105.8993, 3326 1118.6729, 3326 1131.4465, 3326 1141.3302, 3326 1158, 3326 1166.6104, 3326 1188.6808, 3326 1197.1235, 3326 1223, 3304 1223, 3296.4214 1223, 3285.5616 1223, 3282 1223, 3272.9199 1223, 3259.2938 1223, 3249.0482 1223, 3241.1011 1223, 3237.9462 1223, 3235 1223, 3235 1225.7584, 3235 1234.68, 3235 1234.6817))",609.023368,Capital,1062730,"(3351.449507357643, 1267.89636596289)"
17,C18,Mid Weslington,"POLYGON ((3235 1127.1538, 3235 1136, 3235 1143.6264, 3235 1149.8407, 3235 1157.6048, 3235 1167.8471, 3235 1175.4427, 3235 1180, 3235 1186.4326, 3235 1191.5283, 3235 1204.0381, 3235 1207.9977, 3235 1223, 3237.9462 1223, 3241.1011 1223, 3249.0482 1223, 3259.2938 1223, 3272.9199 1223, 3282 1223, 3285.5616 1223, 3296.4214 1223, 3304 1223, 3326 1223, 3326 1197.1235, 3326 1188.6808, 3326 1166.6104, 3326 1158, 3312.3195 1158, 3300.7523 1158, 3293 1158, 3293 1156.0644, 3293 1149.9334, 3293 1147, 3287.1876 1147, 3282 1147, 3282 1138.2462, 3282 1136.0577, 3282 1135.3282, 3282 1128.4915, 3282 1113.0685, 3282 1110.7446, 3282 1103.8735, 3282 1092, 3279.6716 1092, 3279.6015 1092, 3273.5999 1092, 3268.6891 1092, 3264.8992 1092, 3260 1092, 3251.6954 1092, 3243.2777 1092, 3241.0014 1092, 3238.0007 1092, 3235 1092, 3235 1099.1817, 3235 1105.3167, 3235 1112.9352, 3235 1127.1538))",142.424967,Capital,934802,"(3273.124534909169, 1167.7620923615668)"
18,C19,Lower Weslington,"POLYGON ((3235 983.2675, 3235 991.9365, 3235 999.345, 3235 1006.7535, 3235 1016.778, 3235 1026, 3235 1027.5889, 3235 1033.9137, 3235 1039.7497, 3235 1042.6677, 3235 1045.5857, 3235 1050.2452, 3235 1052.575, 3235 1054.9047, 3235 1064.2237, 3235 1073.5426, 3235 1078.2021, 3235 1082.8616, 3235 1092, 3238.0007 1092, 3241.0014 1092, 3243.2777 1092, 3251.6954 1092, 3260 1092, 3264.8992 1092, 3268.6891 1092, 3273.5999 1092, 3279.6015 1092, 3279.6716 1092, 3282 1092, 3282 1103.8735, 3282 1110.7446, 3282 1113.0685, 3282 1128.4915, 3282 1135.3282, 3282 1136.0577, 3282 1138.2462, 3282 1147, 3287.1876 1147, 3293 1147, 3293 1149.9334, 3293 1156.0644, 3293 1158, 3300.7523 1158, 3312.3195 1158, 3326 1158, 3326 1141.3302, 3326 1131.4465, 3326 1118.6729, 3326 1105.8993, 3326 1092, 3331.7355 1092, 3358.2668 1092, 3370 1092, 3370 1070, 3370 1048, 3370 1034.1779, 3370 965.1254, 3370 960, 3355.3451 960, 3319.1999 960, 3305.3838 960, 3282 960, 3274.1826 960, 3257.0431 960, 3253.0863 960, 3246.0827 960, 3240.15 960, 3235 960, 3235 964.5201, 3235 983.2675), (3300.5086 1043.5906, 3300.4371 1045.5113, 3300.4371 1045.5112, 3300.5086 1043.5906))",321.118565,Capital,1140710,"(3302.799519487859, 1039.2111585681582)"
19,C20,West Valley,"POLYGON ((3235 896.719, 3235 914.1448, 3235 916.6649, 3235 926.0522, 3235 928.9441, 3235 931.8359, 3235 945.9636, 3235 950.3873, 3235 954.8109, 3235 960, 3240.15 960, 3246.0827 960, 3253.0863 960, 3257.0431 960, 3274.1826 960, 3282 960, 3305.3838 960, 3319.1999 960, 3355.3451 960, 3370 960, 3370 965.1254, 3370 1034.1779, 3370 1048, 3370 1070, 3370 1092, 3380.2143 1092, 3414 1092, 3414 1132.5017, 3414 1185.28, 3414 1223, 3414 1242.7026, 3414 1267.225, 3414 1300.8063, 3414 1312, 3414 1394.4862, 3414 1444, 3356.3841 1444, 3326 1444, 3322.0443 1444, 3283.7878 1444, 3235 1444, 3235 1445.8297, 3235 1491.3153, 3235 1491.32, 3235 1537, 3292.07 1537, 3292.0744 1537, 3322.2567 1537, 3322.26 1537, 3383.9098 1537, 3414 1537, 3468.5109 1537, 3482 1537, 3549 1537, 3549 1509.7551, 3549 1468.3166, 3549 1464.4823, 3549 1427.8558, 3549 1387.2867, 3549 1377.7458, 3549 1312, 3549 1232.3737, 3549 1197.049, 3549 1174.6945, 3549 1092, 3549 1009.2662, 3549 961.1222, 3549 912.9781, 3549 790, 3436.4479 790, 3370 790, 3287.4396 790, 3235 790, 3235 831.752, 3235 873.3297, 3235 886.9823, 3235 896.719))",2396.037405,Capital,945697,"(3430.0402654003783, 1136.6081376439213)"
20,H01,The Palace,"POLYGON ((3304 74.5, 3304 80, 3304 85.5, 3304 91, 3304 93.75, 3304 102, 3304 107.5, 3304 124, 3304 126.75, 3304 132.25, 3304 135, 3304 140.5, 3304 146, 3281 146, 3281 168, 3281 193, 3281 218, 3348 218, 3370 218, 3392 218, 3549 218, 3549 14, 3549 -184, 3431.25 -184, 3392 -184, 3392 -162, 3392 -135, 3392 -118, 3381 -118, 3370 -118, 3370 -101.5, 3370 -52, 3348 -52, 3326 -52, 3326 -46.5, 3326 -43.75, 3326 -30, 3326 -19, 3326 -13.5, 3326 -8, 3326 -2.5, 3326 5.75, 3326 8.5, 3326 11.25, 3326 14, 3326 16.75, 3326 19.5, 3326 25, 3326 30.5, 3326 36, 3326 47, 3326 58, 3323.25 58, 3320.5 58, 3315 58, 3312.25 58, 3304 58, 3304 63.5, 3304 66.25, 3304 74.5))",1364.742249,Highland,1129930,"(3436.7066649916633, 36.725177588451615)"
21,H02,Pebble Town,"POLYGON ((3281 -8, 3281 -5.25, 3281 3, 3281 11.25, 3281 14, 3281 16.75, 3281 25, 3281 30.5, 3281 36, 3281 42.88, 3281 47, 3281 52.5, 3281 58, 3281 69, 3281 74.5, 3281 80, 3281 88.25, 3281 93.75, 3281 102, 3281 107.5, 3281 114.38, 3281 118.5, 3281 124, 3281 126.75, 3281 129.5, 3281 135, 3281 146, 3304 146, 3304 140.5, 3304 135, 3304 132.25, 3304 126.75, 3304 124, 3304 107.5, 3304 102, 3304 93.75, 3304 91, 3304 85.5, 3304 80, 3304 74.5, 3304 66.25, 3304 63.5, 3304 58, 3312.25 58, 3315 58, 3320.5 58, 3323.25 58, 3326 58, 3326 47, 3326 36, 3326 30.5, 3326 25, 3326 19.5, 3326 16.75, 3326 14, 3326 11.25, 3326 8.5, 3326 5.75, 3326 -2.5, 3326 -8, 3326 -13.5, 3326 -19, 3326 -30, 3326 -43.75, 3326 -46.5, 3326 -52, 3326 -74, 3304 -74, 3304 -63, 3304 -60.25, 3304 -54.75, 3304 -52, 3298.25 -52, 3292.5 -52, 3286.75 -52, 3281 -52, 3281 -45.12, 3281 -30, 3281 -27.25, 3281 -19, 3281 -8))",116.240456,Highland,921444,"(3301.261061946903, 25.58407079646018)"
22,H03,Cyber City,"POLYGON ((3216 36, 3216 44.25, 3216 49.75, 3216 52.5, 3216 58, 3216 63.5, 3216 69, 3216 80, 3216 96.5, 3216 112.5, 3216 124, 3216 140.5, 3216 146, 3216 151.5, 3216 162.5, 3216 168, 3238 168, 3248.5 168, 3260 168, 3260 148.75, 3260 146, 3270.5 146, 3281 146, 3281 135, 3281 129.5, 3281 126.75, 3281 124, 3281 118.5, 3281 114.38, 3281 107.5, 3281 102, 3281 93.75, 3281 88.25, 3281 80, 3281 74.5, 3281 69, 3281 58, 3281 52.5, 3281 47, 3281 42.88, 3281 36, 3281 30.5, 3281 25, 3281 16.75, 3281 14, 3281 11.25, 3281 3, 3281 -5.25, 3281 -8, 3281 -19, 3281 -27.25, 3281 -30, 3271 -30, 3260 -30, 3238 -30, 3216 -30, 3216 -19, 3216 -14.88, 3216 -12.12, 3216 -10.75, 3216 -8, 3216 14, 3216 27.75, 3216 36))",193.391194,Highland,1367420,"(3247.68085106383, 65.72340425531915)"
23,H04,The Lake,"POLYGON ((3084 -52, 3084 -30, 3084 14, 3084 25, 3084 36, 3084 80, 3084 112.5, 3084 168, 3084 198, 3084 218, 3117 218, 3150 218, 3183 218, 3216 218, 3248.5 218, 3281 218, 3281 193, 3281 168, 3281 146, 3270.5 146, 3260 146, 3260 148.75, 3260 168, 3248.5 168, 3238 168, 3216 168, 3216 162.5, 3216 151.5, 3216 146, 3216 140.5, 3216 124, 3216 112.5, 3216 96.5, 3216 80, 3216 69, 3216 63.5, 3216 58, 3216 52.5, 3216 49.75, 3216 44.25, 3216 36, 3216 27.75, 3216 14, 3216 -8, 3216 -10.75, 3216 -12.12, 3216 -14.88, 3216 -19, 3216 -30, 3238 -30, 3260 -30, 3271 -30, 3281 -30, 3281 -45.12, 3281 -52, 3276 -52, 3273.5 -52, 3271 -52, 3271 -54.75, 3271 -57.5, 3271 -63, 3260 -63, 3238 -63, 3216 -63, 3194 -63, 3172 -63, 3150 -63, 3117 -63, 3106 -63, 3084 -63, 3084 -52))",667.689095,Highland,869401,"(3163.380762856275, 81.25765073881277)"
24,H05,Foxton Heath,"POLYGON ((3084 -170.25, 3084 -151, 3084 -140.88, 3084 -137.5, 3084 -130.75, 3084 -124, 3084 -117, 3084 -110, 3084 -106.5, 3084 -96, 3084 -90.5, 3084 -85, 3084 -79.5, 3084 -74, 3084 -63, 3106 -63, 3117 -63, 3150 -63, 3172 -63, 3194 -63, 3216 -63, 3238 -63, 3260 -63, 3271 -63, 3271 -57.5, 3271 -54.75, 3271 -52, 3273.5 -52, 3276 -52, 3281 -52, 3286.75 -52, 3292.5 -52, 3298.25 -52, 3304 -52, 3304 -54.75, 3304 -60.25, 3304 -63, 3304 -74, 3326 -74, 3326 -52, 3348 -52, 3370 -52, 3370 -101.5, 3370 -118, 3381 -118, 3392 -118, 3392 -135, 3392 -162, 3392 -184, 3370 -184, 3348 -184, 3337 -184, 3315 -184, 3309.5 -184, 3304 -184, 3298.25 -184, 3295.38 -184, 3289.62 -184, 3283.88 -184, 3281 -184, 3260 -184, 3254.5 -184, 3249 -184, 3243.5 -184, 3238 -184, 3232.5 -184, 3227 -184, 3221.5 -184, 3216 -184, 3194 -184, 3172 -184, 3150 -184, 3133.5 -184, 3125.25 -184, 3117 -184, 3106 -184, 3084 -184, 3084 -170.25))",571.429894,Highland,1409524,"(3234.7145214521456, -123.42739273927393)"
25,H06,Slothwood Corner,"POLYGON ((3084 -357, 3084 -326, 3084 -295, 3084 -272, 3084 -228, 3084 -206, 3084 -184, 3106 -184, 3117 -184, 3125.25 -184, 3133.5 -184, 3150 -184, 3172 -184, 3194 -184, 3216 -184, 3221.5 -184, 3227 -184, 3232.5 -184, 3238 -184, 3243.5 -184, 3249 -184, 3254.5 -184, 3260 -184, 3281 -184, 3283.88 -184, 3289.62 -184, 3295.38 -184, 3298.25 -184, 3304 -184, 3309.5 -184, 3315 -184, 3337 -184, 3348 -184, 3370 -184, 3392 -184, 3431.25 -184, 3549 -184, 3549 -250, 3549 -295, 3549 -357, 3392 -357, 3348 -357, 3304 -357, 3260 -357, 3216 -357, 3150 -357, 3084 -357))",1253.816607,Highland,981900,"(3316.5, -270.5)"
26,H07,East Highland,"POLYGON ((2411 212, 2411 276, 2411 340, 2494.5 340, 2578 340, 2746 340, 2831 340, 2908 340, 2908 276, 2908 242, 2908 210, 2908 145, 2908 80, 2908 58, 2908 36, 2908 14, 2908 -24.5, 2908 -63, 2919 -63, 2930 -63, 2941 -63, 2952 -63, 2952 -74, 2952 -79.5, 2952 -85, 2952 -87.75, 2952 -96, 2952 -110, 2952 -117, 2952 -124, 2959.33 -124, 2966.67 -124, 2974 -124, 2985 -124, 2996 -124, 3001.5 -124, 3004.25 -124, 3007 -124, 3009.75 -124, 3012.5 -124, 3018 -124, 3029 -124, 3034.5 -124, 3040 -124, 3051 -124, 3062 -124, 3084 -124, 3084 -130.75, 3084 -137.5, 3084 -140.88, 3084 -151, 3084 -170.25, 3084 -184, 3084 -206, 3084 -228, 3084 -272, 3084 -295, 3084 -326, 3084 -357, 3040 -357, 2974 -357, 2919 -357, 2836.5 -357, 2754 -357, 2583 -357, 2411 -357, 2411 -96, 2411 80, 2411 212))",6080.118327,Highland,981978,"(2696.7344956818874, -33.473009553936016)"
27,H08,Goldcrest Cradle,"POLYGON ((2952 -79.5, 2952 -74, 2952 -63, 2941 -63, 2930 -63, 2919 -63, 2908 -63, 2908 -24.5, 2908 14, 2908 36, 2908 58, 2908 80, 2952 80, 2974 80, 2996 80, 3040 80, 3084 80, 3084 36, 3084 25, 3084 14, 3084 -30, 3084 -52, 3084 -63, 3084 -74, 3084 -79.5, 3084 -85, 3084 -90.5, 3084 -96, 3084 -106.5, 3084 -110, 3084 -117, 3084 -124, 3062 -124, 3051 -124, 3040 -124, 3034.5 -124, 3029 -124, 3018 -124, 3012.5 -124, 3009.75 -124, 3007 -124, 3004.25 -124, 3001.5 -124, 2996 -124, 2985 -124, 2974 -124, 2966.67 -124, 2959.33 -124, 2952 -124, 2952 -117, 2952 -110, 2952 -96, 2952 -87.75, 2952 -85, 2952 -79.5))",517.767255,Highland,1197545,"(3001.332450331126, -16.22317880794702)"
28,H09,Little Lancer,"POLYGON ((2908 276, 2908 340, 2952 340, 2996 340, 3084 340, 3084 322, 3084 300, 3095 300, 3106 300, 3117 300, 3122.5 300, 3128 300, 3139 300, 3150 300, 3155.16 300, 3160.83 300, 3166.5 300, 3169.25 300, 3172 300, 3177.5 300, 3180.25 300, 3183 300, 3185.58 300, 3188.16 300, 3191.08 300, 3194 300, 3196.75 300, 3199.5 300, 3202.25 300, 3205 300, 3210.5 300, 3216 300, 3227 300, 3232.5 300, 3238 300, 3248.5 300, 3264.88 300, 3281 300, 3281 256, 3281 218, 3248.5 218, 3216 218, 3183 218, 3150 218, 3117 218, 3084 218, 3084 198, 3084 168, 3084 112.5, 3084 80, 3040 80, 2996 80, 2974 80, 2952 80, 2908 80, 2908 145, 2908 210, 2908 242, 2908 276))",964.992272,Highland,1141446,"(3044.659770003553, 222.78460445133572)"
29,H10,Greater Lancer and Westbury Wharf,"POLYGON ((3128 300, 3122.5 300, 3117 300, 3106 300, 3095 300, 3084 300, 3084 322, 3084 340, 3095 340, 3106 340, 3111.5 340, 3117 340, 3122.5 340, 3128 340, 3133.5 340, 3139 340, 3144.5 340, 3150 340, 3160.31 340, 3163.41 340, 3166.5 340, 3169.08 340, 3171.66 340, 3177.33 340, 3183 340, 3188.16 340, 3193.31 340, 3199.5 340, 3204.9 340, 3210.3 340, 3216 340, 3221.5 340, 3227 340, 3238 340, 3248.75 340, 3259.5 340, 3264.88 340, 3270.25 340, 3281 340, 3290 340, 3290 388, 3290 410, 3290 498, 3290 555, 3326 555, 3370 555, 3414 555, 3559 555, 3559 563, 3559 1048, 3666 1048, 3666 563, 3666 451, 3666 220, 3559 220, 3559 340, 3549 340, 3549 218, 3392 218, 3370 218, 3348 218, 3281 218, 3281 256, 3281 300, 3264.88 300, 3248.5 300, 3238 300, 3232.5 300, 3227 300, 3216 300, 3210.5 300, 3205 300, 3202.25 300, 3199.5 300, 3196.75 300, 3194 300, 3191.08 300, 3188.16 300, 3185.58 300, 3183 300, 3180.25 300, 3177.5 300, 3172 300, 3169.25 300, 3166.5 300, 3160.83 300, 3155.16 300, 3150 300, 3139 300, 3128 300))",2914.693087,Highland,1312732,"(3501.708211457325, 501.0230125075532)"
