,County,Shape_ID,Shape,geometry
10,NC2,NC2_03,38,"POLYGON ((3239.3087 1376.5575, 3242.727 1373.057, 3240.5999 1370.3275, 3235 1371.1935, 3235 1376.3906, 3239.3087 1376.5575))"
11,NC2,NC2_04,38,"POLYGON ((3235 1379.8507, 3237.9698 1382.9974, 3242.411 1380.3634, 3241.9997 1378.9985, 3239.3087 1376.5575, 3235 1376.3906, 3235 1379.8507))"
12,NC2,NC2_05,38,"POLYGON ((3235 1387.6731, 3238.635 1386.2949, 3237.9698 1382.9974, 3235 1379.8507, 3235 1387.6731))"
13,NC2,NC2_06,38,"POLYGON ((3237.7388 1392.5561, 3241.0362 1390.2679, 3241.2756 1389.9902, 3239.1565 1386.5404, 3238.635 1386.2949, 3235 1387.6731, 3235 1392.4205, 3237.7388 1392.5561))"
14,NC2,NC2_07,38,"POLYGON ((3235 1397.2201, 3240.4511 1397.6877, 3237.7388 1392.5561, 3235 1392.4205, 3235 1397.2201))"
15,NC2,NC2_08,38,"POLYGON ((3235 1400, 3242.2313 1400, 3241.9441 1398.8037, 3240.6709 1397.7975, 3240.4511 1397.6877, 3235 1397.2201, 3235 1400))"
16,NC2,NC2_09,38,"POLYGON ((3239.1565 1386.5404, 3245.1535 1382.9879, 3242.411 1380.3634, 3237.9698 1382.9974, 3238.635 1386.2949, 3239.1565 1386.5404))"
17,NC2,NC2_10,38,"POLYGON ((3244.9936 1390.6769, 3246.2557 1389.8714, 3246.3574 1389.7747, 3246.6243 1389.1633, 3247 1387.3564, 3247.7718 1383.6447, 3247 1383.4511, 3245.1535 1382.9879, 3239.1565 1386.5404, 3241.2756 1389.9902, 3244.9936 1390.6769))"
18,NC2,NC2_11,38,"POLYGON ((3245.6081 1376.3134, 3244.3619 1373.0527, 3242.727 1373.057, 3239.3087 1376.5575, 3241.9997 1378.9985, 3245.6081 1376.3134))"
19,NC2,NC2_12,38,"POLYGON ((3244.3619 1373.0527, 3247 1370.6663, 3247.5895 1370.133, 3247.9762 1368.5982, 3247.5417 1368, 3243.6148 1362.594, 3243.4557 1362.6592, 3240.5999 1370.3275, 3242.727 1373.057, 3244.3619 1373.0527))"
20,NC2,NC2_13,38,"POLYGON ((3244.9936 1390.6769, 3241.2756 1389.9902, 3241.0362 1390.2679, 3237.7388 1392.5561, 3240.4511 1397.6877, 3240.6709 1397.7975, 3241.9441 1398.8037, 3244.6639 1395.0502, 3244.9936 1390.6769))"
21,NC2,NC2_14,38,"POLYGON ((3254.3863 1400, 3254.4442 1398.9676, 3250.1688 1396.5285, 3244.6639 1395.0502, 3241.9441 1398.8037, 3242.2313 1400, 3254.3863 1400))"
22,NC2,NC2_15,38,"POLYGON ((3245.1535 1382.9879, 3247 1383.4511, 3247.7718 1383.6447, 3249.0455 1382.8714, 3253.0267 1380.4545, 3248 1377.6486, 3247 1377.0904, 3245.6081 1376.3134, 3241.9997 1378.9985, 3242.411 1380.3634, 3245.1535 1382.9879))"
23,NC2,NC2_16,38,"POLYGON ((3252.1506 1361.2513, 3260 1358.3375, 3260 1356, 3258.6926 1356, 3255.5642 1356, 3251.4169 1356, 3243.4828 1356, 3243.8305 1362.189, 3252.1506 1361.2513))"
24,NC2,NC2_17,38,"POLYGON ((3247.9762 1368.5982, 3248 1368.5955, 3260 1367.258, 3260 1363.5139, 3260 1358.3375, 3252.1506 1361.2513, 3243.8305 1362.189, 3243.6148 1362.594, 3247.5417 1368, 3247.9762 1368.5982))"
25,NC2,NC2_18,38,"POLYGON ((3247 1377.0904, 3248 1377.6486, 3253.0267 1380.4545, 3253.3945 1380.3595, 3253.5233 1380.2053, 3248 1370.8297, 3247.5895 1370.133, 3247 1370.6663, 3244.3619 1373.0527, 3245.6081 1376.3134, 3247 1377.0904))"
26,NC2,NC2_19,38,"POLYGON ((3246.2557 1389.8714, 3244.9936 1390.6769, 3244.6639 1395.0502, 3250.1688 1396.5285, 3246.2557 1389.8714))"
27,NC2,NC2_20,38,"POLYGON ((3254.4442 1398.9676, 3256.0549 1394.8134, 3246.3574 1389.7747, 3246.2557 1389.8714, 3250.1688 1396.5285, 3254.4442 1398.9676))"
28,NC2,NC2_21,38,"POLYGON ((3257.8868 1392.27, 3256.364 1389.3478, 3246.6243 1389.1633, 3246.3574 1389.7747, 3256.0549 1394.8134, 3257.8868 1392.27))"
29,NC2,NC2_22,38,"POLYGON ((3253.3945 1380.3595, 3253.0267 1380.4545, 3249.0455 1382.8714, 3247.7718 1383.6447, 3247 1387.3564, 3246.6243 1389.1633, 3256.364 1389.3478, 3253.3945 1380.3595))"
30,NC2,NC2_23,38,"POLYGON ((3253.5233 1380.2053, 3260 1376.0115, 3260 1370.4548, 3260 1367.258, 3248 1368.5955, 3247.9762 1368.5982, 3247.5895 1370.133, 3248 1370.8297, 3253.5233 1380.2053))"
31,NC2,NC2_24,38,"POLYGON ((3257.8868 1392.27, 3259.2211 1392.0666, 3265.2596 1385.0257, 3263.8625 1378, 3260 1378, 3260 1376.0115, 3253.5233 1380.2053, 3253.3945 1380.3595, 3256.364 1389.3478, 3257.8868 1392.27))"
32,NC2,NC2_25,38,"POLYGON ((3265.0848 1394.6845, 3259.2211 1392.0666, 3257.8868 1392.27, 3256.0549 1394.8134, 3254.4442 1398.9676, 3254.3863 1400, 3262.3242 1400, 3264.9913 1400, 3265.0848 1394.6845))"
33,NC2,NC2_26,38,"POLYGON ((3270.7511 1393.2194, 3271.8497 1391.3705, 3271.8557 1389.2053, 3265.2596 1385.0257, 3259.2211 1392.0666, 3265.0848 1394.6845, 3270.7511 1393.2194))"
34,NC2,NC2_27,38,"POLYGON ((3265.2596 1385.0257, 3271.8557 1389.2053, 3273.814 1386.9478, 3274.7286 1379.5789, 3274.0169 1378, 3272.2029 1378, 3264.5751 1378, 3263.8625 1378, 3265.2596 1385.0257))"
35,NC2,NC2_28,38,"POLYGON ((3270.7996 1393.3907, 3270.7511 1393.2194, 3265.0848 1394.6845, 3264.9913 1400, 3270.4074 1400, 3270.7996 1393.3907))"
36,NC2,NC2_29,38,"POLYGON ((3274.8752 1397.8171, 3270.7996 1393.3907, 3270.4074 1400, 3274.4943 1400, 3274.8752 1397.8171))"
37,NC2,NC2_30,38,"POLYGON ((3274.8752 1397.8171, 3279.7513 1397.179, 3278.4288 1393.6516, 3271.8497 1391.3705, 3270.7511 1393.2194, 3270.7996 1393.3907, 3274.8752 1397.8171))"
38,NC2,NC2_31,38,"POLYGON ((3281.6065 1390.1579, 3277.0728 1387.1703, 3273.814 1386.9478, 3271.8557 1389.2053, 3271.8497 1391.3705, 3278.4288 1393.6516, 3281.6065 1390.1579))"
39,NC2,NC2_32,38,"POLYGON ((3280.3935 1381.8222, 3274.7286 1379.5789, 3273.814 1386.9478, 3277.0728 1387.1703, 3281.6065 1390.1579, 3282 1390.0552, 3282 1386.2042, 3282 1381.874, 3280.3935 1381.8222))"
40,NC2,NC2_33,38,"POLYGON ((3274.0169 1378, 3274.7286 1379.5789, 3280.3935 1381.8222, 3282 1381.874, 3282 1378, 3274.0169 1378))"
41,NC2,NC2_34,38,"POLYGON ((3274.8752 1397.8171, 3274.4943 1400, 3282 1400, 3282 1399.5497, 3281.9221 1399.4676, 3279.7513 1397.179, 3274.8752 1397.8171))"
42,NC2,NC2_35,38,"POLYGON ((3282 1399.5497, 3282 1394.3331, 3282 1390.0552, 3281.6065 1390.1579, 3278.4288 1393.6516, 3279.7513 1397.179, 3281.9221 1399.4676, 3282 1399.5497))"
43,NC3,NC3_01,25,"POLYGON ((3235 1337.2456, 3238.3092 1335.3703, 3240.2558 1332.426, 3235.5809 1322.9536, 3235 1322.5104, 3235 1337.2456))"
44,NC3,NC3_02,25,"POLYGON ((3245.7136 1325.4383, 3247 1325.4275, 3250.0115 1325.4022, 3250.9967 1324, 3251.1668 1323.7579, 3251.1469 1319.4435, 3237.7313 1312, 3235 1312, 3235 1322.5104, 3235.5809 1322.9536, 3245.7136 1325.4383))"
45,NC3,NC3_03,25,"POLYGON ((3238.3092 1335.3703, 3235 1337.2456, 3235 1352.2526, 3235 1356, 3235.4801 1356, 3235.6169 1345.5099, 3238.3092 1335.3703))"
46,NC3,NC3_04,25,"POLYGON ((3246.9027 1347.0817, 3243.3379 1335.4352, 3240.2558 1332.426, 3238.3092 1335.3703, 3235.6169 1345.5099, 3235.4801 1356, 3241.167 1356, 3246.9027 1347.0817))"
47,NC3,NC3_05,25,"POLYGON ((3240.2558 1332.426, 3243.3379 1335.4352, 3246.8508 1332.6554, 3245.7136 1325.4383, 3235.5809 1322.9536, 3240.2558 1332.426))"
48,NC3,NC3_06,25,"POLYGON ((3251.1469 1319.4435, 3253.4937 1316.8226, 3253.715 1312, 3247.9978 1312, 3243.686 1312, 3242.9399 1312, 3237.7313 1312, 3251.1469 1319.4435))"
49,NC3,NC3_07,25,"POLYGON ((3250.8141 1344.4048, 3249.2265 1345.4476, 3246.9027 1347.0817, 3241.167 1356, 3243.4828 1356, 3251.4169 1356, 3255.5642 1356, 3258.6926 1356, 3260 1356, 3260 1352.5143, 3260 1351.2527, 3260 1341.5052, 3260 1340.8212, 3250.8141 1344.4048))"
50,NC3,NC3_08,25,"POLYGON ((3249.2265 1345.4476, 3248.2113 1332.7254, 3248.0741 1332.7137, 3247.2902 1332.647, 3247 1332.6526, 3246.8508 1332.6554, 3243.3379 1335.4352, 3246.9027 1347.0817, 3249.2265 1345.4476))"
51,NC3,NC3_09,25,"POLYGON ((3247 1332.6526, 3247.2902 1332.647, 3250.2977 1325.8459, 3250.0115 1325.4022, 3247 1325.4275, 3245.7136 1325.4383, 3246.8508 1332.6554, 3247 1332.6526))"
52,NC3,NC3_10,25,"POLYGON ((3248.2113 1332.7254, 3250.7873 1332.4785, 3253.0509 1329.7505, 3250.7011 1326.418, 3250.2977 1325.8459, 3247.2902 1332.647, 3248.0741 1332.7137, 3248.2113 1332.7254))"
53,NC3,NC3_11,25,"POLYGON ((3250.8141 1344.4048, 3250.7873 1332.4785, 3248.2113 1332.7254, 3249.2265 1345.4476, 3250.8141 1344.4048))"
54,NC3,NC3_12,25,"POLYGON ((3250.7011 1326.418, 3253.0509 1329.7505, 3254.463 1330.1869, 3257.0761 1327.1985, 3259.6642 1323.1073, 3259.4225 1322.3023, 3259.2404 1322.0219, 3251.1668 1323.7579, 3250.9967 1324, 3250.0115 1325.4022, 3250.2977 1325.8459, 3250.7011 1326.418))"
55,NC3,NC3_13,25,"POLYGON ((3260 1340.8212, 3260 1335.5077, 3254.463 1330.1869, 3253.0509 1329.7505, 3250.7873 1332.4785, 3250.8141 1344.4048, 3260 1340.8212))"
56,NC3,NC3_14,25,"POLYGON ((3259.2404 1322.0219, 3259.2437 1320.8364, 3253.4937 1316.8226, 3251.1469 1319.4435, 3251.1668 1323.7579, 3259.2404 1322.0219))"
57,NC3,NC3_15,25,"POLYGON ((3260.558 1318.2867, 3260.266 1315.859, 3256.5202 1312, 3253.8847 1312, 3253.715 1312, 3253.4937 1316.8226, 3259.2437 1320.8364, 3260.558 1318.2867))"
58,NC3,NC3_16,25,"POLYGON ((3260 1334, 3264.7557 1334, 3264.5795 1331.0153, 3257.0761 1327.1985, 3254.463 1330.1869, 3260 1335.5077, 3260 1334))"
59,NC3,NC3_17,25,"POLYGON ((3260.266 1315.859, 3263.6168 1313.1486, 3265.4134 1312, 3264.3758 1312, 3260.2374 1312, 3260 1312, 3256.5202 1312, 3260.266 1315.859))"
60,NC3,NC3_18,25,"POLYGON ((3264.5598 1328.5536, 3259.6642 1323.1073, 3257.0761 1327.1985, 3264.5795 1331.0153, 3264.5598 1328.5536))"
61,NC3,NC3_19,25,"POLYGON ((3268.9022 1320.9522, 3267.4432 1317.6492, 3260.558 1318.2867, 3259.2437 1320.8364, 3259.2404 1322.0219, 3259.4225 1322.3023, 3268.9022 1320.9522))"
62,NC3,NC3_20,25,"POLYGON ((3264.5598 1328.5536, 3269.9615 1322.1851, 3268.9022 1320.9522, 3259.4225 1322.3023, 3259.6642 1323.1073, 3264.5598 1328.5536))"
63,NC3,NC3_21,25,"POLYGON ((3267.4432 1317.6492, 3268.2192 1312, 3267.4747 1312, 3265.4134 1312, 3263.6168 1313.1486, 3260.266 1315.859, 3260.558 1318.2867, 3267.4432 1317.6492))"
64,NC3,NC3_22,25,"POLYGON ((3264.7557 1334, 3270.6385 1334, 3273.0439 1334, 3277.4306 1323.274, 3269.9615 1322.1851, 3264.5598 1328.5536, 3264.5795 1331.0153, 3264.7557 1334))"
65,NC3,NC3_23,25,"POLYGON ((3269.9615 1322.1851, 3277.4306 1323.274, 3282 1320.8237, 3278.9979 1312.8177, 3268.2192 1312, 3267.4432 1317.6492, 3268.9022 1320.9522, 3269.9615 1322.1851))"
66,NC3,NC3_24,25,"POLYGON ((3268.2192 1312, 3278.9979 1312.8177, 3282 1320.8237, 3282 1315.3767, 3282 1312, 3273.7142 1312, 3268.2192 1312))"
67,NC3,NC3_25,25,"POLYGON ((3273.0439 1334, 3282 1334, 3282 1332.5985, 3282 1324.5189, 3282 1320.8237, 3277.4306 1323.274, 3273.0439 1334))"
68,NC4,NC4_01,50,"POLYGON ((3270.6385 1334, 3264.7557 1334, 3260 1334, 3260 1335.5077, 3260 1340.8212, 3260 1341.5052, 3267.899 1343.4014, 3271.1119 1336.2815, 3270.6385 1334))"
69,NC4,NC4_02,50,"POLYGON ((3260 1351.2527, 3265.6983 1350.8029, 3268.2426 1347.0969, 3267.899 1343.4014, 3260 1341.5052, 3260 1351.2527))"
70,NC4,NC4_03,50,"POLYGON ((3260 1363.5139, 3266.3643 1362.373, 3267.8507 1357.4649, 3265.6983 1350.8029, 3260 1351.2527, 3260 1352.5143, 3260 1356, 3260 1358.3375, 3260 1363.5139))"
71,NC4,NC4_04,50,"POLYGON ((3266.8137 1372.2831, 3268.125 1371.3293, 3268.5081 1369.4982, 3268.2837 1364.4066, 3266.3643 1362.373, 3260 1363.5139, 3260 1367.258, 3260 1370.4548, 3266.8137 1372.2831))"
72,NC4,NC4_05,50,"POLYGON ((3260 1378, 3263.8625 1378, 3264.5751 1378, 3266.8137 1372.2831, 3260 1370.4548, 3260 1376.0115, 3260 1378))"
73,NC4,NC4_06,50,"POLYGON ((3272.6227 1374.8646, 3268.125 1371.3293, 3266.8137 1372.2831, 3264.5751 1378, 3272.2029 1378, 3272.6227 1374.8646))"
74,NC4,NC4_07,50,"POLYGON ((3272 1356.9785, 3277.5691 1356.3257, 3277.2159 1355.2257, 3272 1350.0692, 3269.3153 1347.4151, 3268.2426 1347.0969, 3265.6983 1350.8029, 3267.8507 1357.4649, 3272 1356.9785))"
75,NC4,NC4_08,50,"POLYGON ((3268.7533 1364.4202, 3272 1363.0035, 3278.0672 1360.3561, 3279.1753 1357.5669, 3279.1595 1357.4733, 3277.5691 1356.3257, 3272 1356.9785, 3267.8507 1357.4649, 3266.3643 1362.373, 3268.2837 1364.4066, 3268.7533 1364.4202))"
76,NC4,NC4_09,50,"POLYGON ((3269.3153 1347.4151, 3272 1347.3593, 3278.0515 1347.2334, 3279.7573 1346.0354, 3279.7598 1346, 3279.7851 1345.6331, 3278.5745 1339.9771, 3271.1119 1336.2815, 3267.899 1343.4014, 3268.2426 1347.0969, 3269.3153 1347.4151))"
77,NC4,NC4_10,50,"POLYGON ((3276.262 1372.9701, 3271.2042 1369.727, 3268.5081 1369.4982, 3268.125 1371.3293, 3272.6227 1374.8646, 3276.262 1372.9701))"
78,NC4,NC4_11,50,"POLYGON ((3271.2042 1369.727, 3276.262 1372.9701, 3280.458 1371.0443, 3280.4638 1370.998, 3279.3451 1369.64, 3278.327 1367.9324, 3273.0596 1366, 3272 1365.6113, 3268.7533 1364.4202, 3268.2837 1364.4066, 3268.5081 1369.4982, 3271.2042 1369.727))"
79,NC4,NC4_12,50,"POLYGON ((3273.0596 1366, 3278.327 1367.9324, 3278.2607 1366, 3278.0672 1360.3561, 3272 1363.0035, 3268.7533 1364.4202, 3272 1365.6113, 3273.0596 1366))"
80,NC4,NC4_13,50,"POLYGON ((3277.2159 1355.2257, 3278.0515 1347.2334, 3272 1347.3593, 3269.3153 1347.4151, 3272 1350.0692, 3277.2159 1355.2257))"
81,NC4,NC4_14,50,"POLYGON ((3270.6385 1334, 3271.1119 1336.2815, 3278.5745 1339.9771, 3284.6445 1337.1528, 3284.4901 1334, 3282 1334, 3273.0439 1334, 3270.6385 1334))"
82,NC4,NC4_15,50,"POLYGON ((3283.054 1378, 3280.458 1371.0443, 3276.262 1372.9701, 3272.6227 1374.8646, 3272.2029 1378, 3274.0169 1378, 3282 1378, 3282.0336 1378, 3283.054 1378))"
83,NC4,NC4_16,50,"POLYGON ((3279.1595 1357.4733, 3283.7417 1353.9264, 3284.8638 1349.7238, 3279.7573 1346.0354, 3278.0515 1347.2334, 3277.2159 1355.2257, 3277.5691 1356.3257, 3279.1595 1357.4733))"
84,NC4,NC4_17,50,"POLYGON ((3278.327 1367.9324, 3279.3451 1369.64, 3280.4638 1370.998, 3284.4578 1368.2083, 3283.7385 1366, 3281.5913 1359.4084, 3279.1753 1357.5669, 3278.0672 1360.3561, 3278.2607 1366, 3278.327 1367.9324))"
85,NC4,NC4_18,50,"POLYGON ((3285.3379 1343.9308, 3285.7815 1341.4701, 3286.3115 1340.4365, 3284.8182 1337.2802, 3284.6445 1337.1528, 3278.5745 1339.9771, 3279.7851 1345.6331, 3281.181 1344.9331, 3285.3379 1343.9308))"
86,NC4,NC4_19,50,"POLYGON ((3281.5913 1359.4084, 3287.1305 1361.3059, 3289.5863 1358.6353, 3289.7507 1358.2248, 3289.9374 1357.3128, 3283.7417 1353.9264, 3279.1595 1357.4733, 3279.1753 1357.5669, 3281.5913 1359.4084))"
87,NC4,NC4_20,50,"POLYGON ((3287.1885 1348.6525, 3286.1489 1346, 3285.3379 1343.9308, 3281.181 1344.9331, 3279.7851 1345.6331, 3279.7598 1346, 3279.7573 1346.0354, 3284.8638 1349.7238, 3287.1885 1348.6525))"
88,NC4,NC4_21,50,"POLYGON ((3287.3571 1378, 3292.0649 1372.9077, 3287.8393 1367.1986, 3287.4272 1367.0936, 3284.4578 1368.2083, 3280.4638 1370.998, 3280.458 1371.0443, 3283.054 1378, 3287.3571 1378))"
89,NC4,NC4_22,50,"POLYGON ((3283.7385 1366, 3284.4578 1368.2083, 3287.4272 1367.0936, 3287.3712 1366, 3287.1305 1361.3059, 3281.5913 1359.4084, 3283.7385 1366))"
90,NC4,NC4_23,50,"POLYGON ((3292 1355.7434, 3293.152 1354.8668, 3293.0384 1354.2321, 3292 1351.7336, 3290.4352 1347.9683, 3287.1885 1348.6525, 3284.8638 1349.7238, 3283.7417 1353.9264, 3289.9374 1357.3128, 3292 1355.7434))"
91,NC4,NC4_24,50,"POLYGON ((3284.6445 1337.1528, 3284.8182 1337.2802, 3291.6704 1336.6406, 3293.6396 1334, 3293.0688 1334, 3284.4901 1334, 3284.6445 1337.1528))"
92,NC4,NC4_25,50,"POLYGON ((3289.8668 1342.9012, 3291.8717 1337.601, 3291.6704 1336.6406, 3284.8182 1337.2802, 3286.3115 1340.4365, 3289.8668 1342.9012))"
93,NC4,NC4_26,50,"POLYGON ((3287.1885 1348.6525, 3290.4352 1347.9683, 3291.786 1346.0114, 3291.779 1346, 3289.8668 1342.9012, 3286.3115 1340.4365, 3285.7815 1341.4701, 3285.3379 1343.9308, 3286.1489 1346, 3287.1885 1348.6525))"
94,NC4,NC4_27,50,"POLYGON ((3287.8393 1367.1986, 3290.6285 1366, 3292 1365.4106, 3292.3535 1365.2587, 3292.95 1364.2177, 3294.0019 1363.5066, 3294.7746 1361.5969, 3292 1359.7345, 3289.7507 1358.2248, 3289.5863 1358.6353, 3287.1305 1361.3059, 3287.3712 1366, 3287.4272 1367.0936, 3287.8393 1367.1986))"
95,NC4,NC4_28,50,"POLYGON ((3293.875 1372.9324, 3292.0649 1372.9077, 3287.3571 1378, 3293.3871 1378, 3293.875 1372.9324))"
96,NC4,NC4_29,50,"POLYGON ((3293.875 1372.9324, 3294.8331 1372.8027, 3295.5842 1371.5499, 3294.9126 1367.6781, 3292.3535 1365.2587, 3292 1365.4106, 3290.6285 1366, 3287.8393 1367.1986, 3292.0649 1372.9077, 3293.875 1372.9324))"
97,NC4,NC4_30,50,"POLYGON ((3294.7746 1361.5969, 3298.6541 1357.2336, 3293.152 1354.8668, 3292 1355.7434, 3289.9374 1357.3128, 3289.7507 1358.2248, 3292 1359.7345, 3294.7746 1361.5969))"
98,NC4,NC4_31,50,"POLYGON ((3291.786 1346.0114, 3291.8211 1346, 3295.8035 1344.7028, 3294.8577 1340.881, 3291.8717 1337.601, 3289.8668 1342.9012, 3291.779 1346, 3291.786 1346.0114))"
99,NC4,NC4_32,50,"POLYGON ((3293.0384 1354.2321, 3299.8531 1347.372, 3296.2951 1344.7596, 3295.8035 1344.7028, 3291.8211 1346, 3291.786 1346.0114, 3290.4352 1347.9683, 3292 1351.7336, 3293.0384 1354.2321))"
100,NC4,NC4_33,50,"POLYGON ((3294.8577 1340.881, 3297.6514 1334, 3295.4832 1334, 3293.6396 1334, 3291.6704 1336.6406, 3291.8717 1337.601, 3294.8577 1340.881))"
101,NC4,NC4_34,50,"POLYGON ((3298.6541 1357.2336, 3298.6858 1357.2346, 3301.6388 1356.4768, 3304 1355.1333, 3304 1352.8593, 3304 1349.3015, 3299.8531 1347.372, 3293.0384 1354.2321, 3293.152 1354.8668, 3298.6541 1357.2336))"
102,NC4,NC4_35,50,"POLYGON ((3304 1369.245, 3301.7108 1368.5058, 3295.5842 1371.5499, 3294.8331 1372.8027, 3293.875 1372.9324, 3293.3871 1378, 3299.5372 1378, 3304 1378, 3304 1377.5909, 3304 1369.245))"
103,NC4,NC4_36,50,"POLYGON ((3298.331 1341.8856, 3301.7878 1340.6979, 3299.3701 1334, 3299.1843 1334, 3297.6514 1334, 3294.8577 1340.881, 3295.8035 1344.7028, 3296.2951 1344.7596, 3298.331 1341.8856))"
104,NC4,NC4_37,50,"POLYGON ((3299.8529 1366.1736, 3298.644 1365.5027, 3298.1267 1364.7236, 3294.0019 1363.5066, 3292.95 1364.2177, 3292.3535 1365.2587, 3294.9126 1367.6781, 3295.5842 1371.5499, 3301.7108 1368.5058, 3299.8529 1366.1736))"
105,NC4,NC4_38,50,"POLYGON ((3304 1349.3015, 3304 1342.5398, 3304 1341.6318, 3302.6088 1340.9105, 3301.7878 1340.6979, 3298.331 1341.8856, 3296.2951 1344.7596, 3299.8531 1347.372, 3304 1349.3015))"
106,NC4,NC4_39,50,"POLYGON ((3301.6388 1356.4768, 3298.6858 1357.2346, 3298.6541 1357.2336, 3294.7746 1361.5969, 3294.0019 1363.5066, 3298.1267 1364.7236, 3298.644 1365.5027, 3299.8529 1366.1736, 3301.7108 1368.5058, 3304 1369.245, 3304 1365.4441, 3304 1364.9135, 3304 1355.1333, 3301.6388 1356.4768))"
107,NC4,NC4_40,50,"POLYGON ((3302.6088 1340.9105, 3304 1341.6318, 3304 1341.014, 3304 1334, 3302.7654 1334, 3302.433 1334, 3299.3701 1334, 3301.7878 1340.6979, 3302.6088 1340.9105))"
108,NC5,NC5_01,25,"POLYGON ((3308.7869 1343.814, 3311.44 1341.8069, 3311.6338 1341.0795, 3304.4975 1340.7492, 3304 1341.014, 3304 1341.6318, 3304 1342.5398, 3308.7869 1343.814))"
109,NC5,NC5_02,25,"POLYGON ((3304 1341.014, 3304.4975 1340.7492, 3309.4879 1335.8402, 3308.9729 1334, 3304 1334, 3304 1341.014))"
110,NC5,NC5_03,25,"POLYGON ((3304 1352.8593, 3306.7696 1353.5195, 3308.9874 1353.6563, 3312.0785 1351.046, 3308.7869 1343.814, 3304 1342.5398, 3304 1349.3015, 3304 1352.8593))"
111,NC5,NC5_04,25,"POLYGON ((3304 1365.4441, 3305.0952 1365.3202, 3306.7696 1353.5195, 3304 1352.8593, 3304 1355.1333, 3304 1364.9135, 3304 1365.4441))"
112,NC5,NC5_05,25,"POLYGON ((3309.5466 1372.8227, 3307.6284 1366.0147, 3305.0952 1365.3202, 3304 1365.4441, 3304 1369.245, 3304 1377.5909, 3309.5466 1372.8227))"
113,NC5,NC5_06,25,"POLYGON ((3316.7886 1378, 3316.3305 1376.2696, 3309.8078 1372.7994, 3309.5466 1372.8227, 3304 1377.5909, 3304 1378, 3316.7886 1378))"
114,NC5,NC5_07,25,"POLYGON ((3312.3998 1340.1836, 3311.9283 1337.6559, 3309.4879 1335.8402, 3304.4975 1340.7492, 3311.6338 1341.0795, 3312.3998 1340.1836))"
