Zone,County,District,Shape_ID,geometry,Area,Population_Density,Region,Location,County_Type,Capacity,Population,District_Ward
Alma Bridge,AB34,,AB34_001,"POLYGON ((3194 1136, 3194 1092, 3226 1092, 3226 1136, 3194 1136))",21.9451,10000,,,,,,
Alma Bridge,AB35,,AB35_001,"POLYGON ((3194 1048, 3194 1092, 3226 1092, 3226 1070, 3216 1070, 3216 1048, 3194 1048))",18.5162,9000,,,,,,
Alma Bridge,AB36,,AB36_001,"POLYGON ((3216 1070, 3216 1026, 3226 1026, 3226 1070, 3216 1070))",6.8578,9000,,,,,,
Alma Bridge,AB37,,AB37_001,"POLYGON ((3194 1048, 3194 1004, 3226 1004, 3226 1026, 3216 1026, 3216 1048, 3194 1048))",18.5162,9000,,,,,,
Alma Bridge,AB38,,AB38_001,"POLYGON ((3205 1004, 3205 960, 3226 960, 3226 1004, 3205 1004))",14.4015,4050,,,,,,
Alma Bridge,AB39,,AB39_001,"POLYGON ((3172 1004, 3172 960, 3205 960, 3205 1004, 3172 1004))",22.6309,3250,,,,,,
Alma Bridge,AB40,,AB40_001,"POLYGON ((3172 1048, 3172 1004, 3194 1004, 3194 1048, 3172 1048))",15.0873,4250,,,,,,
Alma Bridge,AB41,,AB41_001,"POLYGON ((3172 1092, 3172 1048, 3194 1048, 3194 1092, 3172 1092))",15.0873,4250,,,,,,
Alma Bridge,AB42,,AB42_001,"POLYGON ((3172 1136, 3172 1092, 3194 1092, 3194 1136, 3172 1136))",15.0873,9500,,,,,,
Alma Bridge,AB43,,AB43_001,"POLYGON ((3084 1158, 3084 1092, 3172 1092, 3172 1158, 3084 1158))",90.5235,3750,,,,,,
Alma Bridge,AB44,,AB44_001,"POLYGON ((3084 1092, 3084 960, 3172 960, 3172 1092, 3084 1092))",181.0471,800,,,,,,
Alma Bridge,AB45,,AB45_001,"POLYGON ((2996 1136, 2996 1092, 3084 1092, 3084 1136, 2996 1136))",60.349,750,,,,,,
Alma Bridge,AB46,,AB46_001,"POLYGON ((2930 1136, 2930 1092, 2996 1092, 2996 1136, 2930 1136))",45.2618,700,,,,,,
Alma Bridge,AB47,,AB47_001,"POLYGON ((2842 1136, 2842 1092, 2930 1092, 2930 1136, 2842 1136))",60.349,700,,,,,,
Alma Bridge,AB48,,AB48_001,"POLYGON ((2754 1179, 2754 1092, 2842 1092, 2842 1179, 2754 1179))",119.3265,650,,,,,,
Alma Bridge,AB49,,AB49_001,"POLYGON ((2754 1214, 2754 1179, 2842 1179, 2842 1214, 2754 1214))",48.0049,800,,,,,,
Alma Forest,AF01,,AF01_001,"POLYGON ((2831 814, 2831 738, 2908 738, 2908 814, 2831 814))",91.2093,350,,,,,,
Alma Forest,AF02,,AF02_001,"POLYGON ((2831 894, 2831 814, 2908 814, 2908 894, 2831 894))",96.0098,350,,,,,,
Alma Forest,AF03,,AF03_001,"POLYGON ((2831 960, 2831 894, 2908 894, 2908 960, 2831 960))",79.2081,125,,,,,,
Alma Forest,AF04,,AF04_001,"POLYGON ((2754 960, 2754 894, 2831 894, 2831 960, 2754 960))",79.2081,300,,,,,,
Alma Forest,AF05,,AF05_001,"POLYGON ((2754 1014, 2908 1014, 2908 960, 2754 960, 2754 1014))",129.6133,80,,,,,,
Alma Forest,AF06,,AF06_001,"POLYGON ((2908 1014, 2754 1014, 2754 1092, 2908 1092, 2908 1014))",187.2192,30,,,,,,
Alma Forest,AF07,,AF07_001,"POLYGON ((2908 1092, 2908 960, 3084 960, 3084 1092, 2908 1092))",362.0942,30,,,,,,
Alma Forest,AF08,,AF08_001,"POLYGON ((2908 960, 2908 814, 3084 814, 3084 960, 2908 960))",400.4981,20,,,,,,
Alma Forest,AF09,,AF09_001,"POLYGON ((2754 738, 2754 563, 3084 563, 3084 814, 2908 814, 2908 738, 2754 738))",1108.5706,10,,,,,,
Alma Forest,AF10,,AF10_001,"POLYGON ((2576 738, 2576 563, 2754 563, 2754 738, 2576 738))",485.5042,200,,,,,,
Alma Forest,AF11,,AF11_001,"POLYGON ((2908 349, 2576 349, 2576 563, 2908 563, 2908 349))",1107.3549,15,,,,,,
Alma Forest,AF12,,AF12_001,"POLYGON ((2404 349, 2404 608, 2576 608, 2576 563, 2576 349, 2404 349))",694.3256,15,,,,,,
Alma Forest,AF13,,AF13_001,"POLYGON ((2404 608, 2404 814, 2677 814, 2677 738, 2576 738, 2576 608, 2404 608))",671.8817,10,,,,,,
Alma Heath,AH01,,AH01_001,"POLYGON ((2576 814, 2576 1014, 2754 1014, 2754 894, 2677 894, 2677 814, 2576 814))",458.8522,70,,,,,,
Alma Heath,AH02,,AH02_001,"POLYGON ((2576 814, 2404 814, 2404 1014, 2576 1014, 2576 814))",536.1588,20,,,,,,
Alma Heath,AH03,,AH03_001,"POLYGON ((2404 1214, 2404 1014, 2576 1014, 2576 1214, 2404 1214))",536.1588,60,,,,,,
Alma Heath,AH04,,AH04_001,"POLYGON ((2576 1014, 2576 1214, 2754 1214, 2754 1014, 2576 1014))",554.862,15,,,,,,
Alma Junction,AN01,,AN01_001,"POLYGON ((2754 814, 2754 776, 2793 776, 2793 814, 2754 814))",23.0985,5000,,,,,,
Alma Junction,AN02,,AN02_001,"POLYGON ((2716 814, 2716 776, 2754 776, 2754 814, 2716 814))",22.5062,4550,,,,,,
Alma Junction,AN03,,AN03_001,"POLYGON ((2716 854, 2716 814, 2754 814, 2754 854, 2716 854))",23.6907,2550,,,,,,
Alma Junction,AN04,,AN04_001,"POLYGON ((2754 854, 2754 814, 2793 814, 2793 854, 2754 854))",24.3142,6250,,,,,,
Alma Junction,AN05,,AN05_001,"POLYGON ((2754 894, 2754 854, 2793 854, 2793 814, 2831 814, 2831 854, 2831 894, 2754 894))",71.6956,1500,,,,,,
Alma Junction,AN06,,AN06_001,"POLYGON ((2716 814, 2677 814, 2677 894, 2754 894, 2754 854, 2716 854, 2716 814))",72.3191,350,,,,,,
Alma Junction,AN07,,AN07_001,"POLYGON ((2677 814, 2677 738, 2754 738, 2754 776, 2716 776, 2716 814, 2677 814))",68.7031,500,,,,,,
Alma Junction,AN08,,AN08_001,"POLYGON ((2754 776, 2754 738, 2831 738, 2831 814, 2793 814, 2793 776, 2754 776))",68.1109,1750,,,,,,
Aqua Bay,AQ01,,AQ01_001,"POLYGON ((1273 1180, 1273 1152, 1304 1152, 1304 1180, 1273 1180))",13.5287,900,,,,,,
Aqua Bay,AQ02,,AQ02_001,"POLYGON ((1273 1152, 1273 1125, 1304 1125, 1304 1152, 1273 1152))",13.0455,1250,,,,,,
Aqua Bay,AQ03,,AQ03_001,"POLYGON ((1273 1125, 1273 1097, 1304 1097, 1304 1125, 1273 1125))",13.5287,2000,,,,,,
Aqua Bay,AQ04,,AQ04_001,"POLYGON ((1273 1097, 1273 1070, 1304 1070, 1304 1097, 1273 1097))",13.0455,1000,,,,,,
Aqua Bay,AQ05,,AQ05_001,"POLYGON ((1304 1125, 1304 1070, 1334 1070, 1334 1125, 1304 1125))",25.7169,500,,,,,,
Aqua Bay,AQ06,,AQ06_001,"POLYGON ((1304 1125, 1304 1180, 1334 1180, 1334 1125, 1304 1125))",25.7169,350,,,,,,
Aqua Bay,AQ07,,AQ07_001,"POLYGON ((1273 1262, 1273 1180, 1334 1180, 1334 1262, 1273 1262))",77.9612,150,,,,,,
Aqua Bay,AQ08,,AQ08_001,"POLYGON ((1334 1125, 1469 1125, 1469 1262, 1334 1262, 1334 1125))",288.2633,15,,,,,,
Aqua Bay,AQ09,,AQ09_001,"POLYGON ((1334 967, 1334 1125, 1469 1125, 1469 967, 1334 967))",332.4496,15,,,,,,
Aqua Bay,AQ10,,AQ10_001,"POLYGON ((1273 1070, 1334 1070, 1334 967, 1273 967, 1273 1070))",97.9269,50,,,,,,
Aqua Bay,AQ11,,AQ11_001,"POLYGON ((1273 885, 1273 967, 1569 967, 1569 885, 1273 885))",378.3036,5,,,,,,
Aqua Bay,AQ12,,AQ12_001,"POLYGON ((1795 945, 1795 967, 1569 967, 1569 885, 1774 885, 1774 945, 1795 945))",269.2016,20,,,,,,
Aqua Bay,AQ13,,AQ13_001,"POLYGON ((1698 1125, 1698 967, 1795 967, 1795 1125, 1698 1125))",238.8712,12,,,,,,
Aqua Bay,AQ14,,AQ14_001,"POLYGON ((1698 1125, 1698 1277, 1795 1277, 1795 1125, 1698 1125))",229.8001,10,,,,,,
Aqua Bay,AQ15,,AQ15_001,"POLYGON ((1273 1646, 1273 1539, 1469 1539, 1469 1202, 1698 1202, 1698 1277, 1795 1277, 1795 1305, 1775 1305, 1775 1646, 1273 1646))",2363.1665,8,,,,,,
Aqua Bay,AQ16,,AQ16_001,"POLYGON ((1273 1539, 1469 1539, 1469 1262, 1273 1262, 1273 1539))",846.1957,3,,,,,,
Aqua Bay,AQ17,,AQ17_001,"POLYGON ((1469 1125, 1469 1202, 1583 1202, 1583 1158, 1555 1158, 1555 1125, 1469 1125))",122.4125,25,,,,,,
Aqua Bay,AQ18,,AQ18_001,"POLYGON ((1583 1202, 1583 1125, 1612 1125, 1612 1092, 1698 1092, 1698 1202, 1583 1202))",182.2472,20,,,,,,
Aqua Bay,AQ19,,AQ19_001,"POLYGON ((1569 967, 1569 1060, 1583 1060, 1583 1092, 1698 1092, 1698 967, 1569 967))",244.3419,15,,,,,,
Aqua Bay,AQ20,,AQ20_001,"POLYGON ((1469 1060, 1469 967, 1569 967, 1569 1060, 1469 1060))",144.9499,20,,,,,,
Aqua Bay,AQ21,,AQ21_001,"POLYGON ((1469 1060, 1469 1125, 1555 1125, 1555 1060, 1469 1060))",87.1258,40,,,,,,
Aqua Bay,AQ22,,AQ22_001,"POLYGON ((1555 1060, 1555 1092, 1583 1092, 1583 1060, 1555 1060))",13.9651,80,,,,,,
Aqua Bay,AQ23,,AQ23_001,"POLYGON ((1555 1125, 1555 1092, 1583 1092, 1583 1125, 1555 1125))",14.4015,2600,,,,,,
Aqua Bay,AQ24,,AQ24_001,"POLYGON ((1555 1158, 1555 1125, 1583 1125, 1583 1158, 1555 1158))",14.4015,55,,,,,,
Aqua Bay,AQ25,,AQ25_001,"POLYGON ((1583 1125, 1583 1092, 1612 1092, 1612 1125, 1583 1125))",14.9158,450,,,,,,
Bayes Valley,B01,,B01_001,"POLYGON ((3205 960, 3205 916, 3226 916, 3226 960, 3205 960))",14.4015,2500,,,,,,
Bayes Valley,B02,,B02_001,"POLYGON ((3172 960, 3205 960, 3205 916, 3172 916, 3172 960))",22.6309,1500,,,,,,
Bayes Valley,B03,,B03_001,"POLYGON ((3226 814, 3226 916, 3172 916, 3172 960, 3084 960, 3084 814, 3226 814))",286.0968,100,,,,,,
Bayes Valley,B04,,B04_001,"POLYGON ((3084 696, 3084 814, 3161 814, 3161 718, 3150 718, 3150 696, 3084 696))",137.8427,50,,,,,,
Bayes Valley,B05,,B05_001,"POLYGON ((3161 563, 3161 652, 3150 652, 3150 674, 3128 674, 3128 696, 3084 696, 3084 563, 3161 563))",144.5291,75.3213895,,,,,,
Bayes Valley,B06,,B06_001,"POLYGON ((3150 718, 3150 696, 3128 696, 3128 674, 3150 674, 3150 652, 3172 652, 3172 674, 3194 674, 3194 696, 3172 696, 3172 718, 3150 718))",37.7181,3500,,,,,,
Bayes Valley,B07,,B07_001,"POLYGON ((3161 718, 3172 718, 3172 696, 3227 696, 3227 779, 3226 779, 3226 814, 3161 814, 3161 718))",117.0665,220.3213895,,,,,,
Bayes Valley,B08,,B08_001,"POLYGON ((3161 563, 3161 652, 3172 652, 3172 674, 3194 674, 3194 696, 3227 696, 3227 563, 3161 563))",121.7267,85.3213895,,,,,,
Bayes Valley,B09,,B09_001,"POLYGON ((3370 563, 3227 563, 3227 696, 3326 696, 3326 652, 3370 652, 3370 563))",266.2558,25.3213895,,,,,,
Bayes Valley,B10,,B10_001,"POLYGON ((3227 779, 3227 696, 3326 696, 3326 718, 3370 718, 3370 779, 3227 779))",169.9031,40.3213895,,,,,,
Bayes Valley,B11,,B11_001,"POLYGON ((3370 779, 3370 718, 3414 718, 3414 652, 3549 652, 3549 779, 3370 779))",309.055,30,,,,,,
Bayes Valley,B12,,B12_001,"POLYGON ((3370 563, 3370 652, 3549 652, 3549 563, 3370 563))",248.3007,50,,,,,,
Bayes Valley,B13,,B13_001,"POLYGON ((3370 718, 3370 652, 3414 652, 3414 718, 3370 718))",45.2618,500,,,,,,
Bayes Valley,B14,,B14_001,"POLYGON ((3326 718, 3370 718, 3370 652, 3326 652, 3326 718))",45.2618,2000,,,,,,
Central,C01,,C01_001,"POLYGON ((2908 1378, 2930 1378, 2930 1356, 2908 1356, 2908 1378))",7.5436,13000,,,,,,
Central,C02,,C02_001,"POLYGON ((2908 1356, 2930 1356, 2930 1334, 2908 1334, 2908 1356))",7.5436,14000,,,,,,
Central,C03,,C03_001,"POLYGON ((2908 1334, 2908 1312, 2952 1312, 2952 1378, 2930 1378, 2930 1334, 2908 1334))",30.1745,6250,,,,,,
Central,C04,,C04_001,"POLYGON ((2908 1378, 2908 1400, 2952 1400, 2952 1378, 2930 1378, 2908 1378))",15.0873,9500,,,,,,
Central,C05,,C05_001,"POLYGON ((2952 1356, 2952 1400, 2996 1400, 2996 1378, 2974 1378, 2974 1356, 2952 1356))",22.6309,4250,,,,,,
Central,C06,,C06_001,"POLYGON ((2996 1400, 2996 1378, 3018 1378, 3018 1356, 3040 1356, 3040 1400, 2996 1400))",22.6309,4250,,,,,,
Central,C07,,C07_001,"POLYGON ((2974 1356, 2974 1378, 3018 1378, 3018 1356, 2974 1356))",15.0873,3000,,,,,,
Central,C08,,C08_001,"POLYGON ((2974 1356, 3018 1356, 3018 1334, 2974 1334, 2974 1356))",15.0873,3250,,,,,,
Central,C09,,C09_001,"POLYGON ((2952 1356, 2952 1334, 2974 1334, 2974 1356, 2952 1356))",7.5436,8500,,,,,,
Central,C10,,C10_001,"POLYGON ((2952 1334, 2952 1312, 2996 1312, 2996 1334, 2952 1334))",15.0873,4550,,,,,,
Central,C11,,C11_001,"POLYGON ((2996 1334, 3018 1334, 3018 1312, 2996 1312, 2996 1334))",7.5436,4750,,,,,,
Central,C12,,C12_001,"POLYGON ((3018 1334, 3040 1334, 3040 1312, 3018 1312, 3018 1334))",7.5436,5250,,,,,,
Central,C13,,C13_001,"POLYGON ((3018 1356, 3040 1356, 3040 1334, 3018 1334, 3018 1356))",7.5436,5000,,,,,,
Central,C14,,C14_001,"POLYGON ((3040 1334, 3062 1334, 3062 1356, 3040 1356, 3040 1334))",7.5436,11500,,,,,,
Central,C15,,C15_001,"POLYGON ((3062 1334, 3040 1334, 3040 1312, 3062 1312, 3062 1334))",7.5436,11000,,,,,,
Central,C16,,C16_001,"POLYGON ((3062 1334, 3062 1312, 3084 1312, 3084 1334, 3062 1334))",7.5436,9500,,,,,,
Central,C17,,C17_001,"POLYGON ((3062 1356, 3084 1356, 3084 1334, 3062 1334, 3062 1356))",7.5436,9750,,,,,,
Central,C18,,C18_001,"POLYGON ((3084 1356, 3106 1356, 3106 1334, 3084 1334, 3084 1356))",7.5436,6500,,,,,,
Central,C19,,C19_001,"POLYGON ((3084 1334, 3106 1334, 3106 1356, 3128 1356, 3128 1312, 3084 1312, 3084 1334))",22.6309,3250,,,,,,
Central,C20,,C20_001,"POLYGON ((3084 1400, 3084 1378, 3106 1378, 3106 1356, 3128 1356, 3128 1400, 3084 1400))",22.6309,3550,,,,,,
Central,C21,,C21_001,"POLYGON ((3062 1356, 3062 1378, 3106 1378, 3106 1356, 3062 1356))",15.0873,6500,,,,,,
Central,C22,,C22_001,"POLYGON ((3040 1356, 3040 1378, 3062 1378, 3062 1356, 3040 1356))",7.5436,4550,,,,,,
Central,C23,,C23_001,"POLYGON ((3040 1378, 3040 1400, 3084 1400, 3084 1378, 3040 1378))",15.0873,3550,,,,,,
Central,C24,,C24_001,"POLYGON ((3084 1444, 3128 1444, 3128 1400, 3084 1400, 3084 1444))",30.1745,1750,,,,,,
Central,C25,,C25_001,"POLYGON ((3040 1444, 3084 1444, 3084 1400, 3040 1400, 3040 1444))",30.1745,2150,,,,,,
Central,C26,,C26_001,"POLYGON ((2996 1444, 2996 1400, 3040 1400, 3040 1444, 2996 1444))",30.1745,3250,,,,,,
Central,C27,,C27_001,"POLYGON ((2952 1444, 2952 1400, 2996 1400, 2996 1444, 2952 1444))",30.1745,5000,,,,,,
Denton Town,D01,,D01_001,"POLYGON ((3117 1488, 3117 1510, 3139 1510, 3139 1488, 3117 1488))",7.5436,13000,,,,,,
Denton Town,D02,,D02_001,"POLYGON ((3106 1466, 3106 1488, 3128 1488, 3128 1466, 3106 1466))",7.5436,7250,,,,,,
Denton Town,D03,,D03_001,"POLYGON ((3128 1466, 3128 1488, 3150 1488, 3150 1466, 3128 1466))",7.5436,7750,,,,,,
Denton Town,D04,,D04_001,"POLYGON ((3139 1488, 3139 1510, 3172 1510, 3172 1466, 3150 1466, 3150 1488, 3139 1488))",18.8591,2500,,,,,,
Denton Town,D05,,D05_001,"POLYGON ((3128 1444, 3128 1466, 3172 1466, 3172 1444, 3128 1444))",15.0873,4200,,,,,,
Denton Town,D06,,D06_001,"POLYGON ((3084 1466, 3084 1444, 3128 1444, 3128 1466, 3084 1466))",15.0873,4200,,,,,,
Denton Town,D07,,D07_001,"POLYGON ((3084 1510, 3117 1510, 3117 1488, 3106 1488, 3106 1466, 3084 1466, 3084 1510))",18.8591,4200,,,,,,
Denton Town,D08,,D08_001,"POLYGON ((3040 1444, 3040 1510, 3084 1510, 3084 1444, 3040 1444))",45.2618,3250,,,,,,
Denton Town,D09,,D09_001,"POLYGON ((3040 1510, 3084 1510, 3084 1537, 3040 1537, 3040 1510))",18.5162,3000,,,,,,
Denton Town,D10,,D10_001,"POLYGON ((3084 1510, 3084 1537, 3172 1537, 3172 1510, 3084 1510))",37.0324,400,,,,,,
Denton Town,D11,,D11_001,"POLYGON ((3172 1444, 3172 1537, 3235 1537, 3235 1444, 3172 1444))",91.3184,500,,,,,,
Dressingham,DS01,,DS01_001,"POLYGON ((2116 814, 1822 814, 1822 410, 2100 410, 2100 740, 2116 740, 2116 814))",1768.9499,30,,,,,,
Dressingham,DS02,,DS02_001,"POLYGON ((2116 740, 2116 674, 2100 674, 2100 740, 2116 740))",16.4588,1250,,,,,,
Dressingham,DS03,,DS03_001,"POLYGON ((2100 674, 2100 630, 2160 630, 2160 674, 2100 674))",41.1471,600,,,,,,
Dressingham,DS04,,DS04_001,"POLYGON ((2100 630, 2100 586, 2138 586, 2138 630, 2100 630))",26.0598,1500,,,,,,
Dressingham,DS05,,DS05_001,"POLYGON ((2138 630, 2138 586, 2160 586, 2160 630, 2138 630))",15.0873,1500,,,,,,
Dressingham,DS06,,DS06_001,"POLYGON ((2100 586, 2100 542, 2160 542, 2160 586, 2100 586))",41.1471,400,,,,,,
Dressingham,DS07,,DS07_001,"POLYGON ((2100 542, 2100 410, 2116 410, 2116 542, 2100 542))",32.9177,650,,,,,,
Dressingham,DS08,,DS08_001,"POLYGON ((2116 410, 2116 542, 2270 542, 2270 410, 2116 410))",316.8324,65,,,,,,
Dressingham,DS09,,DS09_001,"POLYGON ((2160 608, 2160 542, 2270 542, 2270 608, 2160 608))",113.1544,45,,,,,,
Dressingham,DS10,,DS10_001,"POLYGON ((2160 674, 2160 608, 2270 608, 2270 674, 2160 674))",113.1544,40,,,,,,
Dressingham,DS11,,DS11_001,"POLYGON ((2116 814, 2116 674, 2270 674, 2270 795, 2248 795, 2248 814, 2116 814))",329.5194,25,,,,,,
Dressingham,DS12,,DS12_001,"POLYGON ((2248 814, 2248 795, 2292 795, 2292 814, 2248 814))",13.0299,1250,,,,,,
Dressingham,DS13,,DS13_001,"POLYGON ((2270 795, 2270 674, 2404 674, 2404 814, 2292 814, 2292 795, 2270 795))",285.8786,15,,,,,,
Dressingham,DS14,,DS14_001,"POLYGON ((2404 542, 2404 674, 2270 674, 2270 542, 2404 542))",275.6854,10,,,,,,
Dressingham,DS15,,DS15_001,"POLYGON ((2270 410, 2270 542, 2404 542, 2404 410, 2270 410))",275.6854,15,,,,,,
Dressingham,DS16,,DS16_001,"POLYGON ((2270 410, 2404 410, 2404 349, 2403 349, 2403 198, 2270 198, 2270 410))",440.4139,15,,,,,,
Dressingham,DS17,,DS17_001,"POLYGON ((2138 198, 2138 410, 2270 410, 2270 198, 2138 198))",436.1589,15,,,,,,
Dressingham,DS18,,DS18_001,"POLYGON ((2138 300, 2138 410, 2079 410, 2079 366, 2094 366, 2094 322, 2116 322, 2116 300, 2138 300))",78.1794,80,,,,,,
Dressingham,DS19,,DS19_001,"POLYGON ((2079 234, 2079 198, 2138 198, 2138 300, 2116 300, 2116 278, 2094 278, 2094 234, 2079 234))",70.8228,75,,,,,,
Dressingham,DS20,,DS20_001,"POLYGON ((2094 322, 2094 278, 2116 278, 2116 322, 2094 322))",15.0873,700,,,,,,
