,County,Shape_ID,Shape,geometry
10,NC2,NC2_03,38,"POLYGON ((3239.3086589479194 1376.5575143550323, 3242.727019121531 1373.0570155594664, 3240.5999181306483 1370.327474859497, 3235 1371.1935324435838, 3235 1376.3906424598056, 3239.3086589479194 1376.5575143550323))"
11,NC2,NC2_04,38,"POLYGON ((3235 1379.8507341549737, 3237.9698078830725 1382.997350176585, 3242.4110083266646 1380.363374368698, 3241.999712679216 1378.998543551292, 3239.3086589479194 1376.5575143550323, 3235 1376.3906424598056, 3235 1379.8507341549737))"
12,NC2,NC2_05,38,"POLYGON ((3235 1387.6731101446549, 3238.6350388035157 1386.2948550226988, 3237.9698078830725 1382.997350176585, 3235 1379.8507341549737, 3235 1387.6731101446549))"
13,NC2,NC2_06,38,"POLYGON ((3237.7388081728063 1392.5561309932323, 3241.03623454782 1390.2679013123714, 3241.275602853114 1389.9901683045498, 3239.156474969852 1386.5403687828675, 3238.6350388035157 1386.2948550226988, 3235 1387.6731101446549, 3235 1392.4205471606099, 3237.7388081728063 1392.5561309932323))"
14,NC2,NC2_07,38,"POLYGON ((3235 1397.2200666549156, 3240.4510700471387 1397.6877219154437, 3237.7388081728063 1392.5561309932323, 3235 1392.4205471606099, 3235 1397.2200666549156))"
15,NC2,NC2_08,38,"POLYGON ((3235 1400, 3242.2312772577225 1400, 3241.9441011024646 1398.803706057977, 3240.6709229913035 1397.7974823380239, 3240.4510700471387 1397.6877219154437, 3235 1397.2200666549156, 3235 1400))"
16,NC2,NC2_09,38,"POLYGON ((3239.156474969852 1386.5403687828675, 3245.1535258665094 1382.9879413907618, 3242.4110083266646 1380.363374368698, 3237.9698078830725 1382.997350176585, 3238.6350388035157 1386.2948550226988, 3239.156474969852 1386.5403687828675))"
17,NC2,NC2_10,38,"POLYGON ((3244.993568240826 1390.676855625938, 3246.2556654564346 1389.8714322981036, 3246.3573936734406 1389.7747404168094, 3246.624287765383 1389.1633022170624, 3247 1387.3564424899705, 3247.7718138224604 1383.644667402213, 3247 1383.4510789880528, 3245.1535258665094 1382.9879413907618, 3239.156474969852 1386.5403687828675, 3241.275602853114 1389.9901683045498, 3244.993568240826 1390.676855625938))"
18,NC2,NC2_11,38,"POLYGON ((3245.6080715477146 1376.3133927971467, 3244.3618524780636 1373.0527031618178, 3242.727019121531 1373.0570155594664, 3239.3086589479194 1376.5575143550323, 3241.999712679216 1378.998543551292, 3245.6080715477146 1376.3133927971467))"
19,NC2,NC2_12,38,"POLYGON ((3244.3618524780636 1373.0527031618178, 3247 1370.6662621110402, 3247.589522317427 1370.1329863002832, 3247.9762481725043 1368.5981818148307, 3247.5417306118243 1368, 3243.6148175491753 1362.593986077749, 3243.4557397292288 1362.6592066071448, 3240.5999181306483 1370.327474859497, 3242.727019121531 1373.0570155594664, 3244.3618524780636 1373.0527031618178))"
20,NC2,NC2_13,38,"POLYGON ((3244.993568240826 1390.676855625938, 3241.275602853114 1389.9901683045498, 3241.03623454782 1390.2679013123714, 3237.7388081728063 1392.5561309932323, 3240.4510700471387 1397.6877219154437, 3240.6709229913035 1397.7974823380239, 3241.9441011024646 1398.803706057977, 3244.663878037739 1395.0502366731532, 3244.993568240826 1390.676855625938))"
21,NC2,NC2_14,38,"POLYGON ((3254.3862531496316 1400, 3254.4441500791277 1398.967636020934, 3250.168763299784 1396.528520653925, 3244.663878037739 1395.0502366731532, 3241.9441011024646 1398.803706057977, 3242.2312772577225 1400, 3254.3862531496316 1400))"
22,NC2,NC2_15,38,"POLYGON ((3245.1535258665094 1382.9879413907618, 3247 1383.4510789880528, 3247.7718138224604 1383.644667402213, 3249.045507833837 1382.8714233011128, 3253.0267155125466 1380.4544806717836, 3248 1377.6485675214917, 3247 1377.09036741184, 3245.6080715477146 1376.3133927971467, 3241.999712679216 1378.998543551292, 3242.4110083266646 1380.363374368698, 3245.1535258665094 1382.9879413907618))"
23,NC2,NC2_16,38,"POLYGON ((3252.150595224756 1361.251308644495, 3260 1358.337456416679, 3260 1356, 3258.692613750295 1356, 3255.56424962129 1356, 3251.4169285870225 1356, 3243.4828415960087 1356, 3243.830477533151 1362.1890355391754, 3252.150595224756 1361.251308644495))"
24,NC2,NC2_17,38,"POLYGON ((3247.9762481725043 1368.5981818148307, 3248 1368.5955344667354, 3260 1367.258029925332, 3260 1363.5138586773196, 3260 1358.337456416679, 3252.150595224756 1361.251308644495, 3243.830477533151 1362.1890355391754, 3243.6148175491753 1362.593986077749, 3247.5417306118243 1368, 3247.9762481725043 1368.5981818148307))"
25,NC2,NC2_18,38,"POLYGON ((3247 1377.09036741184, 3248 1377.6485675214917, 3253.0267155125466 1380.4544806717836, 3253.3944743356556 1380.3594575624722, 3253.5233489944367 1380.205261390089, 3248 1370.8297447939412, 3247.589522317427 1370.1329863002832, 3247 1370.6662621110402, 3244.3618524780636 1373.0527031618178, 3245.6080715477146 1376.3133927971467, 3247 1377.09036741184))"
26,NC2,NC2_19,38,"POLYGON ((3246.2556654564346 1389.8714322981036, 3244.993568240826 1390.676855625938, 3244.663878037739 1395.0502366731532, 3250.168763299784 1396.528520653925, 3246.2556654564346 1389.8714322981036))"
27,NC2,NC2_20,38,"POLYGON ((3254.4441500791277 1398.967636020934, 3256.054857252166 1394.8134301900946, 3246.3573936734406 1389.7747404168094, 3246.2556654564346 1389.8714322981036, 3250.168763299784 1396.528520653925, 3254.4441500791277 1398.967636020934))"
28,NC2,NC2_21,38,"POLYGON ((3257.886776226603 1392.2699554461205, 3256.36395090277 1389.347763714535, 3246.624287765383 1389.1633022170624, 3246.3573936734406 1389.7747404168094, 3256.054857252166 1394.8134301900946, 3257.886776226603 1392.2699554461205))"
29,NC2,NC2_22,38,"POLYGON ((3253.3944743356556 1380.3594575624722, 3253.0267155125466 1380.4544806717836, 3249.045507833837 1382.8714233011128, 3247.7718138224604 1383.644667402213, 3247 1387.3564424899705, 3246.624287765383 1389.1633022170624, 3256.36395090277 1389.347763714535, 3253.3944743356556 1380.3594575624722))"
30,NC2,NC2_23,38,"POLYGON ((3253.5233489944367 1380.205261390089, 3260 1376.0114925047728, 3260 1370.4548487012069, 3260 1367.258029925332, 3248 1368.5955344667354, 3247.9762481725043 1368.5981818148307, 3247.589522317427 1370.1329863002832, 3248 1370.8297447939412, 3253.5233489944367 1380.205261390089))"
31,NC2,NC2_24,38,"POLYGON ((3257.886776226603 1392.2699554461205, 3259.221119634262 1392.0665931601063, 3265.259563148112 1385.025713252949, 3263.862496938364 1378, 3260 1378, 3260 1376.0114925047728, 3253.5233489944367 1380.205261390089, 3253.3944743356556 1380.3594575624722, 3256.36395090277 1389.347763714535, 3257.886776226603 1392.2699554461205))"
32,NC2,NC2_25,38,"POLYGON ((3265.0847859938617 1394.684517718074, 3259.221119634262 1392.0665931601063, 3257.886776226603 1392.2699554461205, 3256.054857252166 1394.8134301900946, 3254.4441500791277 1398.967636020934, 3254.3862531496316 1400, 3262.3241597743913 1400, 3264.99128625787 1400, 3265.0847859938617 1394.684517718074))"
33,NC2,NC2_26,38,"POLYGON ((3270.7510589698654 1393.2193706026212, 3271.8497386087797 1391.370471624744, 3271.855692984407 1389.2053395649443, 3265.259563148112 1385.025713252949, 3259.221119634262 1392.0665931601063, 3265.0847859938617 1394.684517718074, 3270.7510589698654 1393.2193706026212))"
34,NC2,NC2_27,38,"POLYGON ((3265.259563148112 1385.025713252949, 3271.855692984407 1389.2053395649443, 3273.8140464778758 1386.947844475493, 3274.7285583111347 1379.5788806819282, 3274.0169324915323 1378, 3272.202947514348 1378, 3264.5751151709464 1378, 3263.862496938364 1378, 3265.259563148112 1385.025713252949))"
35,NC2,NC2_28,38,"POLYGON ((3270.799558993603 1393.3907427549623, 3270.7510589698654 1393.2193706026212, 3265.0847859938617 1394.684517718074, 3264.99128625787 1400, 3270.407442404653 1400, 3270.799558993603 1393.3907427549623))"
36,NC2,NC2_29,38,"POLYGON ((3274.875243718946 1397.8171315545296, 3270.799558993603 1393.3907427549623, 3270.407442404653 1400, 3274.4943046434023 1400, 3274.875243718946 1397.8171315545296))"
37,NC2,NC2_30,38,"POLYGON ((3274.875243718946 1397.8171315545296, 3279.751344198988 1397.1790152429141, 3278.428775396839 1393.6515805486692, 3271.8497386087797 1391.370471624744, 3270.7510589698654 1393.2193706026212, 3270.799558993603 1393.3907427549623, 3274.875243718946 1397.8171315545296))"
38,NC2,NC2_31,38,"POLYGON ((3281.6064799456644 1390.1578571064895, 3277.072834045781 1387.170266262627, 3273.8140464778758 1386.947844475493, 3271.855692984407 1389.2053395649443, 3271.8497386087797 1391.370471624744, 3278.428775396839 1393.6515805486692, 3281.6064799456644 1390.1578571064895))"
39,NC2,NC2_32,38,"POLYGON ((3280.3935382666605 1381.8221523639754, 3274.7285583111347 1379.5788806819282, 3273.8140464778758 1386.947844475493, 3277.072834045781 1387.170266262627, 3281.6064799456644 1390.1578571064895, 3282 1390.0552452625277, 3282 1386.20416725231, 3282 1381.8740239502888, 3280.3935382666605 1381.8221523639754))"
40,NC2,NC2_33,38,"POLYGON ((3274.0169324915323 1378, 3274.7285583111347 1379.5788806819282, 3280.3935382666605 1381.8221523639754, 3282 1381.8740239502888, 3282 1378, 3274.0169324915323 1378))"
41,NC2,NC2_34,38,"POLYGON ((3274.875243718946 1397.8171315545296, 3274.4943046434023 1400, 3282 1400, 3282 1399.549725978584, 3281.9220834375974 1399.4675801780168, 3279.751344198988 1397.1790152429141, 3274.875243718946 1397.8171315545296))"
42,NC2,NC2_35,38,"POLYGON ((3282 1399.549725978584, 3282 1394.3330788533017, 3282 1390.0552452625277, 3281.6064799456644 1390.1578571064895, 3278.428775396839 1393.6515805486692, 3279.751344198988 1397.1790152429141, 3281.9220834375974 1399.4675801780168, 3282 1399.549725978584))"
43,NC3,NC3_01,25,"POLYGON ((3235 1337.2455972432606, 3238.309179434851 1335.370283310814, 3240.255781392555 1332.4260349938668, 3235.580880136978 1322.953636090464, 3235 1322.5103627810936, 3235 1337.2455972432606))"
44,NC3,NC3_02,25,"POLYGON ((3245.713628256522 1325.4383304111589, 3247 1325.427517241388, 3250.0115162384336 1325.4022026023504, 3250.996717874122 1324, 3251.1668071750505 1323.757917920805, 3251.1469445073985 1319.443468455585, 3237.731263825618 1312, 3235 1312, 3235 1322.5103627810936, 3235.580880136978 1322.953636090464, 3245.713628256522 1325.4383304111589))"
45,NC3,NC3_03,25,"POLYGON ((3238.309179434851 1335.370283310814, 3235 1337.2455972432606, 3235 1352.2526292011125, 3235 1356, 3235.4801494717203 1356, 3235.6169203260956 1345.5099198394462, 3238.309179434851 1335.370283310814))"
46,NC3,NC3_04,25,"POLYGON ((3246.902678527896 1347.0816784017286, 3243.3379297276733 1335.435195245164, 3240.255781392555 1332.4260349938668, 3238.309179434851 1335.370283310814, 3235.6169203260956 1345.5099198394462, 3235.4801494717203 1356, 3241.166981590267 1356, 3246.902678527896 1347.0816784017286))"
47,NC3,NC3_05,25,"POLYGON ((3240.255781392555 1332.4260349938668, 3243.3379297276733 1335.435195245164, 3246.8507899054316 1332.6554420062603, 3245.713628256522 1325.4383304111589, 3235.580880136978 1322.953636090464, 3240.255781392555 1332.4260349938668))"
48,NC3,NC3_06,25,"POLYGON ((3251.1469445073985 1319.443468455585, 3253.49368710021 1316.8226094238862, 3253.7150012091797 1312, 3247.9977607251353 1312, 3243.686000836244 1312, 3242.9399122664922 1312, 3237.731263825618 1312, 3251.1469445073985 1319.443468455585))"
49,NC3,NC3_07,25,"POLYGON ((3250.8140716444072 1344.404799372843, 3249.2265006440743 1345.4475634934142, 3246.902678527896 1347.0816784017286, 3241.166981590267 1356, 3243.4828415960087 1356, 3251.4169285870225 1356, 3255.56424962129 1356, 3258.692613750295 1356, 3260 1356, 3260 1352.514304830589, 3260 1351.2526904038803, 3260 1341.5051869387605, 3260 1340.8211944798522, 3250.8140716444072 1344.404799372843))"
50,NC3,NC3_08,25,"POLYGON ((3249.2265006440743 1345.4475634934142, 3248.211335428455 1332.7254348590084, 3248.074107200264 1332.7137473840698, 3247.290173279394 1332.64698117879, 3247 1332.6525687958892, 3246.8507899054316 1332.6554420062603, 3243.3379297276733 1335.435195245164, 3246.902678527896 1347.0816784017286, 3249.2265006440743 1345.4475634934142))"
51,NC3,NC3_09,25,"POLYGON ((3247 1332.6525687958892, 3247.290173279394 1332.64698117879, 3250.297697751854 1325.8459168839818, 3250.0115162384336 1325.4022026023504, 3247 1325.427517241388, 3245.713628256522 1325.4383304111589, 3246.8507899054316 1332.6554420062603, 3247 1332.6525687958892))"
52,NC3,NC3_10,25,"POLYGON ((3248.211335428455 1332.7254348590084, 3250.787287520578 1332.4784623396251, 3253.050881461136 1329.75048416474, 3250.701087805162 1326.4180049717547, 3250.297697751854 1325.8459168839818, 3247.290173279394 1332.64698117879, 3248.074107200264 1332.7137473840698, 3248.211335428455 1332.7254348590084))"
53,NC3,NC3_11,25,"POLYGON ((3250.8140716444072 1344.404799372843, 3250.787287520578 1332.4784623396251, 3248.211335428455 1332.7254348590084, 3249.2265006440743 1345.4475634934142, 3250.8140716444072 1344.404799372843))"
54,NC3,NC3_12,25,"POLYGON ((3250.701087805162 1326.4180049717547, 3253.050881461136 1329.75048416474, 3254.4630242654775 1330.1869004377015, 3257.076134726792 1327.1985343775948, 3259.6642128381773 1323.1072748365434, 3259.4225358014846 1322.3023282956794, 3259.2403592016813 1322.0219104567575, 3251.1668071750505 1323.757917920805, 3250.996717874122 1324, 3250.0115162384336 1325.4022026023504, 3250.297697751854 1325.8459168839818, 3250.701087805162 1326.4180049717547))"
55,NC3,NC3_13,25,"POLYGON ((3260 1340.8211944798522, 3260 1335.5077150072902, 3254.4630242654775 1330.1869004377015, 3253.050881461136 1329.75048416474, 3250.787287520578 1332.4784623396251, 3250.8140716444072 1344.404799372843, 3260 1340.8211944798522))"
56,NC3,NC3_14,25,"POLYGON ((3259.2403592016813 1322.0219104567575, 3259.243729600911 1320.836376481147, 3253.49368710021 1316.8226094238862, 3251.1469445073985 1319.443468455585, 3251.1668071750505 1323.757917920805, 3259.2403592016813 1322.0219104567575))"
57,NC3,NC3_15,25,"POLYGON ((3260.5579955135604 1318.2866976825262, 3260.265992601116 1315.8589641945557, 3256.5201842019983 1312, 3253.8846894464473 1312, 3253.7150012091797 1312, 3253.49368710021 1316.8226094238862, 3259.243729600911 1320.836376481147, 3260.5579955135604 1318.2866976825262))"
58,NC3,NC3_16,25,"POLYGON ((3260 1334, 3264.7557394355813 1334, 3264.5794935172876 1331.015265255594, 3257.076134726792 1327.1985343775948, 3254.4630242654775 1330.1869004377015, 3260 1335.5077150072902, 3260 1334))"
59,NC3,NC3_17,25,"POLYGON ((3260.265992601116 1315.8589641945557, 3263.61676199857 1313.1485509238837, 3265.4134437319753 1312, 3264.375762894597 1312, 3260.237361610255 1312, 3260 1312, 3256.5201842019983 1312, 3260.265992601116 1315.8589641945557))"
60,NC3,NC3_18,25,"POLYGON ((3264.5598323743047 1328.5535816893967, 3259.6642128381773 1323.1072748365434, 3257.076134726792 1327.1985343775948, 3264.5794935172876 1331.015265255594, 3264.5598323743047 1328.5535816893967))"
61,NC3,NC3_19,25,"POLYGON ((3268.9021860759062 1320.9522384245354, 3267.443196488711 1317.6491824007098, 3260.5579955135604 1318.2866976825262, 3259.243729600911 1320.836376481147, 3259.2403592016813 1322.0219104567575, 3259.4225358014846 1322.3023282956794, 3268.9021860759062 1320.9522384245354))"
62,NC3,NC3_20,25,"POLYGON ((3264.5598323743047 1328.5535816893967, 3269.9615095260283 1322.1850927580758, 3268.9021860759062 1320.9522384245354, 3259.4225358014846 1322.3023282956794, 3259.6642128381773 1323.1072748365434, 3264.5598323743047 1328.5535816893967))"
63,NC3,NC3_21,25,"POLYGON ((3267.443196488711 1317.6491824007098, 3268.219217687525 1312, 3267.4746519475325 1312, 3265.4134437319753 1312, 3263.61676199857 1313.1485509238837, 3260.265992601116 1315.8589641945557, 3260.5579955135604 1318.2866976825262, 3267.443196488711 1317.6491824007098))"
64,NC3,NC3_22,25,"POLYGON ((3264.7557394355813 1334, 3270.6385104997275 1334, 3273.043869183901 1334, 3277.4306466202006 1323.274046364436, 3269.9615095260283 1322.1850927580758, 3264.5598323743047 1328.5535816893967, 3264.5794935172876 1331.015265255594, 3264.7557394355813 1334))"
65,NC3,NC3_23,25,"POLYGON ((3269.9615095260283 1322.1850927580758, 3277.4306466202006 1323.274046364436, 3282 1320.823724356513, 3278.9978885444607 1312.8177245632712, 3268.219217687525 1312, 3267.443196488711 1317.6491824007098, 3268.9021860759062 1320.9522384245354, 3269.9615095260283 1322.1850927580758))"
66,NC3,NC3_24,25,"POLYGON ((3268.219217687525 1312, 3278.9978885444607 1312.8177245632712, 3282 1320.823724356513, 3282 1315.3766756699597, 3282 1312, 3273.714232022269 1312, 3268.219217687525 1312))"
67,NC3,NC3_25,25,"POLYGON ((3273.043869183901 1334, 3282 1334, 3282 1332.5985185533868, 3282 1324.518892929273, 3282 1320.823724356513, 3277.4306466202006 1323.274046364436, 3273.043869183901 1334))"
68,NC4,NC4_01,50,"POLYGON ((3270.6385104997275 1334, 3264.7557394355813 1334, 3260 1334, 3260 1335.5077150072902, 3260 1340.8211944798522, 3260 1341.5051869387605, 3267.899001241992 1343.4013808553218, 3271.111907512883 1336.281511331343, 3270.6385104997275 1334))"
69,NC4,NC4_02,50,"POLYGON ((3260 1351.2526904038803, 3265.69833455107 1350.8028865662839, 3268.242628731708 1347.0969357401113, 3267.899001241992 1343.4013808553218, 3260 1341.5051869387605, 3260 1351.2526904038803))"
70,NC4,NC4_03,50,"POLYGON ((3260 1363.5138586773196, 3266.364275341488 1362.3729548844956, 3267.8507152414372 1357.4648568643233, 3265.69833455107 1350.8028865662839, 3260 1351.2526904038803, 3260 1352.514304830589, 3260 1356, 3260 1358.337456416679, 3260 1363.5138586773196))"
71,NC4,NC4_04,50,"POLYGON ((3266.813711395619 1372.283142501325, 3268.1250274073755 1371.329330697731, 3268.5081059135023 1369.4981967485903, 3268.2837290681937 1364.406575934221, 3266.364275341488 1362.3729548844956, 3260 1363.5138586773196, 3260 1367.258029925332, 3260 1370.4548487012069, 3266.813711395619 1372.283142501325))"
72,NC4,NC4_05,50,"POLYGON ((3260 1378, 3263.862496938364 1378, 3264.5751151709464 1378, 3266.813711395619 1372.283142501325, 3260 1370.4548487012069, 3260 1376.0114925047728, 3260 1378))"
73,NC4,NC4_06,50,"POLYGON ((3272.62266411123 1374.8645746608186, 3268.1250274073755 1371.329330697731, 3266.813711395619 1372.283142501325, 3264.5751151709464 1378, 3272.202947514348 1378, 3272.62266411123 1374.8645746608186))"
74,NC4,NC4_07,50,"POLYGON ((3272 1356.9785022881194, 3277.5690939254578 1356.3257260932908, 3277.215923618534 1355.2256888973527, 3272 1350.0691619660329, 3269.315343061388 1347.4150767420629, 3268.242628731708 1347.0969357401113, 3265.69833455107 1350.8028865662839, 3267.8507152414372 1357.4648568643233, 3272 1356.9785022881194))"
75,NC4,NC4_08,50,"POLYGON ((3268.7532709949637 1364.4202105678621, 3272 1363.003484789694, 3278.0671508227433 1360.3560544198417, 3279.17531030114 1357.5669318691141, 3279.1595232704162 1357.473314332142, 3277.5690939254578 1356.3257260932908, 3272 1356.9785022881194, 3267.8507152414372 1357.4648568643233, 3266.364275341488 1362.3729548844956, 3268.2837290681937 1364.406575934221, 3268.7532709949637 1364.4202105678621))"
76,NC4,NC4_09,50,"POLYGON ((3269.315343061388 1347.4150767420629, 3272 1347.359255198587, 3278.051529047062 1347.233426945846, 3279.7573463876465 1346.03541757457, 3279.7597889847616 1346, 3279.7850943225058 1345.6330734687922, 3278.574474391789 1339.9770926778845, 3271.111907512883 1336.281511331343, 3267.899001241992 1343.4013808553218, 3268.242628731708 1347.0969357401113, 3269.315343061388 1347.4150767420629))"
77,NC4,NC4_10,50,"POLYGON ((3276.2619804344586 1372.9701252636917, 3271.204244794533 1369.7269867988348, 3268.5081059135023 1369.4981967485903, 3268.1250274073755 1371.329330697731, 3272.62266411123 1374.8645746608186, 3276.2619804344586 1372.9701252636917))"
78,NC4,NC4_11,50,"POLYGON ((3271.204244794533 1369.7269867988348, 3276.2619804344586 1372.9701252636917, 3280.4580290591543 1371.0443121471467, 3280.4637720616442 1370.9980020951887, 3279.345130133507 1369.6399801455955, 3278.326956216936 1367.9323722085169, 3273.059566743205 1366, 3272 1365.6112918291217, 3268.7532709949637 1364.4202105678621, 3268.2837290681937 1364.406575934221, 3268.5081059135023 1369.4981967485903, 3271.204244794533 1369.7269867988348))"
79,NC4,NC4_12,50,"POLYGON ((3273.059566743205 1366, 3278.326956216936 1367.9323722085169, 3278.260691741585 1366, 3278.0671508227433 1360.3560544198417, 3272 1363.003484789694, 3268.7532709949637 1364.4202105678621, 3272 1365.6112918291217, 3273.059566743205 1366))"
80,NC4,NC4_13,50,"POLYGON ((3277.215923618534 1355.2256888973527, 3278.051529047062 1347.233426945846, 3272 1347.359255198587, 3269.315343061388 1347.4150767420629, 3272 1350.0691619660329, 3277.215923618534 1355.2256888973527))"
81,NC4,NC4_14,50,"POLYGON ((3270.6385104997275 1334, 3271.111907512883 1336.281511331343, 3278.574474391789 1339.9770926778845, 3284.644545853859 1337.1527828550963, 3284.4900659244777 1334, 3282 1334, 3273.043869183901 1334, 3270.6385104997275 1334))"
82,NC4,NC4_15,50,"POLYGON ((3283.053989101414 1378, 3280.4580290591543 1371.0443121471467, 3276.2619804344586 1372.9701252636917, 3272.62266411123 1374.8645746608186, 3272.202947514348 1378, 3274.0169324915323 1378, 3282 1378, 3282.0335597239236 1378, 3283.053989101414 1378))"
83,NC4,NC4_16,50,"POLYGON ((3279.1595232704162 1357.473314332142, 3283.741668898064 1353.9263786239944, 3284.8637806982174 1349.723770839108, 3279.7573463876465 1346.03541757457, 3278.051529047062 1347.233426945846, 3277.215923618534 1355.2256888973527, 3277.5690939254578 1356.3257260932908, 3279.1595232704162 1357.473314332142))"
84,NC4,NC4_17,50,"POLYGON ((3278.326956216936 1367.9323722085169, 3279.345130133507 1369.6399801455955, 3280.4637720616442 1370.9980020951887, 3284.457784983258 1368.208264995601, 3283.738460041193 1366, 3281.5913059944605 1359.4084238648104, 3279.17531030114 1357.5669318691141, 3278.0671508227433 1360.3560544198417, 3278.260691741585 1366, 3278.326956216936 1367.9323722085169))"
85,NC4,NC4_18,50,"POLYGON ((3285.3378931758944 1343.9308241076283, 3285.781498795349 1341.4701432527575, 3286.3115483550787 1340.436477316211, 3284.8182489810783 1337.2802073111163, 3284.644545853859 1337.1527828550963, 3278.574474391789 1339.9770926778845, 3279.7850943225058 1345.6330734687922, 3281.181017218018 1344.9331137568568, 3285.3378931758944 1343.9308241076283))"
86,NC4,NC4_19,50,"POLYGON ((3281.5913059944605 1359.4084238648104, 3287.1305111959155 1361.3058716149033, 3289.586319865941 1358.635280242334, 3289.7507429418993 1358.2248014615311, 3289.9374192476357 1357.312819662313, 3283.741668898064 1353.9263786239944, 3279.1595232704162 1357.473314332142, 3279.17531030114 1357.5669318691141, 3281.5913059944605 1359.4084238648104))"
87,NC4,NC4_20,50,"POLYGON ((3287.1884884830797 1348.652534707733, 3286.14887197584 1346, 3285.3378931758944 1343.9308241076283, 3281.181017218018 1344.9331137568568, 3279.7850943225058 1345.6330734687922, 3279.7597889847616 1346, 3279.7573463876465 1346.03541757457, 3284.8637806982174 1349.723770839108, 3287.1884884830797 1348.652534707733))"
88,NC4,NC4_21,50,"POLYGON ((3287.3570675604856 1378, 3292.0648579876224 1372.907736120346, 3287.839288015744 1367.1986497958387, 3287.4272434583872 1367.0936139912444, 3284.457784983258 1368.208264995601, 3280.4637720616442 1370.9980020951887, 3280.4580290591543 1371.0443121471467, 3283.053989101414 1378, 3287.3570675604856 1378))"
